Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
929 kg (116.13 kg),29 ans,25 ans,204 cm,England : 33% (5/15) Australia : 20% (3/15) Argentina : 7% (1/15) Tonga : 7% (1/15) Wales : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 39% (9/23) Australia : 13% (3/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Wales : 9% (2/23) Tonga : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),London Irish,941 kg (117.63 kg),29 ans,27 ans,204 cm,England : 67% (10/15) South Africa : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15) Scotland : 7% (1/15),England : 65% (15/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23),Newcastle," Date :  Saturday, December 4, 2021 Kick Off : 16:00 Venue : Brentford Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,64_32_9_28_51_6,3,24_36_78,1,44,0,,5,7_10_29_32_65,3,25_38_78,43 - 21
944 kg (118.00 kg),28 ans,27 ans,200 cm,England : 47% (7/15) South Africa : 20% (3/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Tonga : 7% (1/15) Wales : 7% (1/15) Samoa : 7% (1/15),England : 57% (13/23) South Africa : 13% (3/23) Wales : 13% (3/23) Scotland : 4% (1/23) Ireland : 4% (1/23) Tonga : 4% (1/23) Samoa : 4% (1/23),Worcester,916 kg (114.50 kg),28 ans,27 ans,198 cm,England : 53% (8/15) New Zealand : 20% (3/15) Scotland : 7% (1/15) Tonga : 7% (1/15) Wales : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) New Zealand : 13% (3/23) South Africa : 9% (2/23) Scotland : 4% (1/23) Tonga : 4% (1/23) Wales : 4% (1/23) Ireland : 4% (1/23) Italy : 4% (1/23),Wasps," Date :  Saturday, December 4, 2021 Kick Off : 16:00 Venue : Sixways Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,37_3_21_42,5,25_51_16_76_64,2,19_30,0,,3,5_22_43,3,16_26_65,32 - 31
951 kg (118.88 kg),26 ans,26 ans,202 cm,England : 67% (10/15) South Africa : 20% (3/15) Fiji : 7% (1/15) Wales : 7% (1/15),England : 74% (17/23) South Africa : 13% (3/23) Fiji : 9% (2/23) Wales : 4% (1/23),Northampton,916 kg (114.50 kg),26 ans,25 ans,198 cm,England : 87% (13/15) Zimbabwe : 7% (1/15) Fiji : 7% (1/15),England : 83% (19/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23),Bath," Date :  Saturday, December 4, 2021 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,23_34_50_68_1_11,3,39_48_16,0,,0,,5,1_12_24_35_69,2,40_49,40 - 19
941 kg (117.63 kg),28 ans,26 ans,197 cm,England : 53% (8/15) South Africa : 20% (3/15) Argentina : 13% (2/15) Fiji : 7% (1/15) Ireland : 7% (1/15),England : 52% (12/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Australia : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23),Leicester,902 kg (112.75 kg),26 ans,25 ans,201 cm,England : 67% (10/15) South Africa : 20% (3/15) Scotland : 7% (1/15) Australia : 7% (1/15),England : 61% (14/23) South Africa : 17% (4/23) Scotland : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23),Harlequins," Date :  Sunday, December 5, 2021 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,42,1,62,3,7_24_33,3,12_17_55,1,43,0,,16 - 14
914 kg (114.25 kg),28 ans,27 ans,201 cm,England : 53% (8/15) Wales : 20% (3/15) New Zealand : 13% (2/15) Samoa : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) New Zealand : 13% (3/23) Wales : 13% (3/23) Samoa : 4% (1/23) Fiji : 4% (1/23),Bristol,919 kg (114.88 kg),27 ans,27 ans,198 cm,England : 60% (9/15) Argentina : 13% (2/15) Wales : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Australia : 9% (2/23) Wales : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Samoa : 4% (1/23),Leicester," Date :  Sunday, December 26, 2021 Kick Off : 15:00 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,22_51,2,56_36,4,28_35_41_72,3,14_45_61,2,23_52,2,38_57,26 - 28
936 kg (117.00 kg),27 ans,27 ans,198 cm,England : 67% (10/15) New Zealand : 13% (2/15) Tonga : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15),England : 61% (14/23) New Zealand : 13% (3/23) South Africa : 9% (2/23) Tonga : 4% (1/23) Wales : 4% (1/23) Argentina : 4% (1/23) Jersey : 4% (1/23),Wasps,929 kg (116.13 kg),29 ans,25 ans,204 cm,England : 33% (5/15) Australia : 20% (3/15) Argentina : 7% (1/15) Tonga : 7% (1/15) Wales : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 30% (7/23) Argentina : 13% (3/23) Australia : 13% (3/23) South Africa : 13% (3/23) Wales : 9% (2/23) Ireland : 9% (2/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),London Irish," Date :  Sunday, December 26, 2021 Kick Off : 16:00 Venue : Coventry Building Society Arena Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,16_46_30_7,5,32_40_21_63_78,4,26_36_61_69,1,4,3,8_18_47,1,78,38 - 30
930 kg (116.25 kg),28 ans,28 ans,201 cm,England : 60% (9/15) New Zealand : 13% (2/15) Wales : 13% (2/15) South Africa : 7% (1/15) Australia : 7% (1/15),England : 57% (13/23) New Zealand : 13% (3/23) Wales : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23),Saracens,941 kg (117.63 kg),26 ans,27 ans,203 cm,England : 60% (9/15) South Africa : 20% (3/15) Wales : 13% (2/15) Tonga : 7% (1/15),England : 61% (14/23) Wales : 13% (3/23) South Africa : 13% (3/23) Tonga : 4% (1/23) Ireland : 4% (1/23) Samoa : 4% (1/23),Worcester," Date :  Sunday, December 26, 2021 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",9,29_47_11_52_14_5_38_21_60,5,35_77_44_69_74,0,,0,,8,12_15_22_30_39_47_53_62,2,36_44,61 - 29
920 kg (115.00 kg),26 ans,25 ans,198 cm,England : 87% (13/15) Zimbabwe : 7% (1/15) Fiji : 7% (1/15),England : 83% (19/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23),Bath,906 kg (113.25 kg),29 ans,27 ans,198 cm,England : 47% (7/15) Australia : 13% (2/15) Georgia : 7% (1/15) Russia : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) Argentina : 9% (2/23) Australia : 9% (2/23) Scotland : 9% (2/23) Georgia : 4% (1/23) Russia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Gloucester," Date :  Sunday, December 26, 2021 Kick Off : 17:30 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,50_81,4,32_27_37_66,2,3_25,0,,2,51_83,4,33_38_67_77,20 - 40
907 kg (113.38 kg),28 ans,25 ans,201 cm,England : 73% (11/15) South Africa : 20% (3/15) Australia : 7% (1/15),England : 61% (14/23) South Africa : 17% (4/23) Australia : 4% (1/23) Argentina : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),Harlequins,948 kg (118.50 kg),28 ans,27 ans,202 cm,England : 53% (8/15) South Africa : 20% (3/15) Fiji : 13% (2/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Fiji : 9% (2/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Samoa : 4% (1/23),Northampton," Date :  Monday, December 27, 2021 Kick Off : 18:00 Venue : Twickenham Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,6_40_79_17_30_54,3,14_2_9,1,72,2,33_44,4,7_18_31_80,3,3_10_15,41 - 27
921 kg (115.13 kg),26 ans,27 ans,206 cm,South Africa : 47% (7/15) England : 27% (4/15) Scotland : 13% (2/15) Canada : 7% (1/15) Ireland : 7% (1/15),England : 43% (10/23) South Africa : 35% (8/23) Scotland : 13% (3/23) Canada : 4% (1/23) Ireland : 4% (1/23),Sale,936 kg (117.00 kg),27 ans,27 ans,198 cm,England : 60% (9/15) New Zealand : 13% (2/15) South Africa : 13% (2/15) Tonga : 7% (1/15) Jersey : 7% (1/15),England : 65% (15/23) New Zealand : 13% (3/23) South Africa : 9% (2/23) Tonga : 4% (1/23) Jersey : 4% (1/23) Scotland : 4% (1/23),Wasps," Date :  Saturday, January 1, 2022 Kick Off : 15:00 Venue : AJ Bell Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,12_43_16_28,2,80_3,0,,2,16_49,3,13_30_44,1,80,26 - 18
930 kg (116.25 kg),28 ans,28 ans,201 cm,England : 73% (11/15) Australia : 7% (1/15) Zimbabwe : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 70% (16/23) South Africa : 9% (2/23) Australia : 4% (1/23) Zimbabwe : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),Exeter,906 kg (113.25 kg),28 ans,27 ans,201 cm,England : 47% (7/15) Wales : 20% (3/15) New Zealand : 13% (2/15) Fiji : 13% (2/15) Australia : 7% (1/15),England : 57% (13/23) New Zealand : 13% (3/23) Wales : 13% (3/23) Fiji : 9% (2/23) Australia : 4% (1/23) Scotland : 4% (1/23),Bristol," Date :  Saturday, January 1, 2022 Kick Off : 17:30 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,30_12_74,0,,0,,2,18_79,2,13_76,1,69,19 - 13
908 kg (113.50 kg),28 ans,26 ans,198 cm,England : 53% (8/15) Australia : 13% (2/15) Georgia : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) Argentina : 9% (2/23) Australia : 9% (2/23) Scotland : 9% (2/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23) Russia : 4% (1/23),Gloucester,906 kg (113.25 kg),26 ans,26 ans,200 cm,England : 73% (11/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Australia : 7% (1/15),England : 65% (15/23) South Africa : 17% (4/23) Argentina : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),Harlequins," Date :  Sunday, January 2, 2022 Kick Off : 16:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,23_78,2,64_34,1,20,2,32_67,2,24_79,2,36_65,17 - 20
936 kg (117.00 kg),28 ans,27 ans,207 cm,England : 67% (10/15) Fiji : 13% (2/15) South Africa : 13% (2/15) Wales : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Fiji : 9% (2/23) Wales : 4% (1/23) Ireland : 4% (1/23) Samoa : 4% (1/23),Northampton,941 kg (117.63 kg),26 ans,27 ans,201 cm,England : 67% (10/15) New Zealand : 13% (2/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 61% (14/23) New Zealand : 13% (3/23) South Africa : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23) Scotland : 4% (1/23),Saracens," Date :  Sunday, January 2, 2022 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,3,76_43_72,2,7_36,3,5_24_58,0,,3,44_73_77,6 - 30
926 kg (115.75 kg),27 ans,26 ans,201 cm,England : 67% (10/15) Argentina : 7% (1/15) Zimbabwe : 7% (1/15) Wales : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15),England : 61% (14/23) Argentina : 9% (2/23) Zimbabwe : 4% (1/23) Wales : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),Leicester,925 kg (115.63 kg),31 ans,29 ans,204 cm,England : 60% (9/15) South Africa : 20% (3/15) Argentina : 13% (2/15) Australia : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Scotland : 9% (2/23) Australia : 4% (1/23) Samoa : 4% (1/23),Newcastle," Date :  Sunday, January 2, 2022 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,54_31_38_80,0,,1,2,0,,4,32_39_55_82,0,,31 - 0
907 kg (113.38 kg),27 ans,27 ans,201 cm,England : 60% (9/15) Wales : 20% (3/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15),England : 61% (14/23) New Zealand : 13% (3/23) Wales : 13% (3/23) Fiji : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23),Bristol,925 kg (115.63 kg),26 ans,28 ans,206 cm,South Africa : 40% (6/15) England : 33% (5/15) Scotland : 13% (2/15) Canada : 7% (1/15) Ireland : 7% (1/15),England : 48% (11/23) South Africa : 30% (7/23) Scotland : 13% (3/23) Canada : 4% (1/23) Ireland : 4% (1/23),Sale," Date :  Friday, January 7, 2022 Kick Off : 20:45 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,9_18_31_80,2,3_27,2,43_56,1,34,3,9_32_81,1,28,32 - 15
918 kg (114.75 kg),28 ans,26 ans,201 cm,England : 73% (11/15) South Africa : 13% (2/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Scotland : 9% (2/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23),Saracens,892 kg (111.50 kg),28 ans,27 ans,198 cm,England : 67% (10/15) Argentina : 13% (2/15) Australia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 61% (14/23) Argentina : 13% (3/23) Australia : 9% (2/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Russia : 4% (1/23) Wales : 4% (1/23),Gloucester," Date :  Saturday, January 8, 2022 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,20_28_52,3,29_14_72,0,,2,51_75,2,21_29,2,31_73,24 - 25
922 kg (115.25 kg),30 ans,29 ans,204 cm,England : 53% (8/15) South Africa : 20% (3/15) Argentina : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23),Newcastle,927 kg (115.88 kg),30 ans,25 ans,202 cm,England : 60% (9/15) Fiji : 13% (2/15) South Africa : 13% (2/15) New Zealand : 7% (1/15) Wales : 7% (1/15),England : 74% (17/23) Fiji : 9% (2/23) South Africa : 9% (2/23) New Zealand : 4% (1/23) Wales : 4% (1/23),Northampton," Date :  Saturday, January 8, 2022 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,53,5,58_22_29_61_77,1,13,2,26_34,0,,5,23_30_60_62_78,8 - 44
911 kg (113.88 kg),27 ans,26 ans,200 cm,England : 87% (13/15) South Africa : 13% (2/15),England : 70% (16/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Argentina : 4% (1/23) Australia : 4% (1/23),Harlequins,949 kg (118.63 kg),28 ans,27 ans,201 cm,England : 47% (7/15) Scotland : 13% (2/15) Australia : 7% (1/15) New Zealand : 7% (1/15) Zimbabwe : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Ireland : 7% (1/15),England : 52% (12/23) New Zealand : 9% (2/23) Scotland : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) Zimbabwe : 4% (1/23) Argentina : 4% (1/23) Ireland : 4% (1/23) Namibia : 4% (1/23),Exeter," Date :  Saturday, January 8, 2022 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,78_3,2,33_65,0,,0,,2,4_79,1,34,14 - 12
924 kg (115.50 kg),25 ans,27 ans,201 cm,England : 87% (13/15) Wales : 7% (1/15) Fiji : 7% (1/15),England : 74% (17/23) South Africa : 9% (2/23) Wales : 4% (1/23) Fiji : 4% (1/23) Scotland : 4% (1/23) Zimbabwe : 4% (1/23),Bath,923 kg (115.38 kg),27 ans,27 ans,203 cm,England : 60% (9/15) South Africa : 20% (3/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Wales : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Wales : 13% (3/23) Scotland : 4% (1/23) Ireland : 4% (1/23),Worcester," Date :  Sunday, January 9, 2022 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,21_7_55,3,32_37_11,1,69,0,,2,8_24,2,33_38,22 - 19
945 kg (118.13 kg),27 ans,27 ans,198 cm,England : 67% (10/15) New Zealand : 20% (3/15) Scotland : 7% (1/15) South Africa : 7% (1/15),England : 74% (17/23) New Zealand : 13% (3/23) Scotland : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Wasps,926 kg (115.75 kg),27 ans,26 ans,201 cm,England : 67% (10/15) Argentina : 7% (1/15) Zimbabwe : 7% (1/15) Wales : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15),England : 65% (15/23) Argentina : 9% (2/23) Zimbabwe : 4% (1/23) Wales : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),Leicester," Date :  Sunday, January 9, 2022 Kick Off : 16:00 Venue : Coventry Building Society Arena Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,1,31,3,54_57_68,2,7_12,0,,1,32,16 - 13
941 kg (117.63 kg),27 ans,26 ans,201 cm,England : 60% (9/15) Scotland : 13% (2/15) Fiji : 13% (2/15) South Africa : 7% (1/15) Zimbabwe : 7% (1/15),England : 65% (15/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Fiji : 9% (2/23) Zimbabwe : 4% (1/23) Wales : 4% (1/23),Bath,915 kg (114.38 kg),27 ans,25 ans,200 cm,England : 60% (9/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Tonga : 7% (1/15) Italy : 7% (1/15) Scotland : 7% (1/15),England : 57% (13/23) South Africa : 17% (4/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Italy : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Harlequins," Date :  Friday, January 28, 2022 Kick Off : 20:45 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,43_57,3,11_40_73,3,26_30_78,0,,1,44,1,12,21 - 17
928 kg (116.00 kg),28 ans,26 ans,207 cm,England : 40% (6/15) Australia : 27% (4/15) Ireland : 13% (2/15) Argentina : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 30% (7/23) Australia : 17% (4/23) Ireland : 13% (3/23) Argentina : 13% (3/23) South Africa : 13% (3/23) New Zealand : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23),London Irish,938 kg (117.25 kg),27 ans,25 ans,198 cm,England : 53% (8/15) Scotland : 13% (2/15) South Africa : 13% (2/15) Namibia : 7% (1/15) Zimbabwe : 7% (1/15) Ireland : 7% (1/15),England : 52% (12/23) Scotland : 9% (2/23) South Africa : 9% (2/23) Ireland : 9% (2/23) Namibia : 4% (1/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) Wales : 4% (1/23) Argentina : 4% (1/23),Exeter," Date :  Saturday, January 29, 2022 Kick Off : 16:00 Venue : Brentford Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,21_40,2,17_4,2,28_30,0,,1,43,2,5_17,18 - 14
923 kg (115.38 kg),27 ans,26 ans,203 cm,England : 60% (9/15) South Africa : 20% (3/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Wales : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Wales : 9% (2/23) Scotland : 4% (1/23) Ireland : 4% (1/23) Tonga : 4% (1/23),Worcester,932 kg (116.50 kg),30 ans,26 ans,202 cm,England : 53% (8/15) Fiji : 13% (2/15) South Africa : 13% (2/15) New Zealand : 7% (1/15) Wales : 7% (1/15) Samoa : 7% (1/15),England : 57% (13/23) Fiji : 9% (2/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Samoa : 9% (2/23) Wales : 4% (1/23) Ireland : 4% (1/23),Northampton," Date :  Saturday, January 29, 2022 Kick Off : 16:00 Venue : Sixways Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,60_64,4,28_37_21_69,1,24,1,46,0,,3,21_38_69,13 - 29
934 kg (116.75 kg),29 ans,27 ans,204 cm,England : 67% (10/15) Argentina : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 70% (16/23) Argentina : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23),Newcastle,914 kg (114.25 kg),29 ans,26 ans,198 cm,England : 67% (10/15) Georgia : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Argentina : 7% (1/15),England : 52% (12/23) Georgia : 9% (2/23) Scotland : 9% (2/23) Argentina : 9% (2/23) Wales : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23) Russia : 4% (1/23),Gloucester," Date :  Saturday, January 29, 2022 Kick Off : 20:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,51_8_79,4,6_31_57_11,1,3,1,23,2,53_79,2,12_62,22 - 32
926 kg (115.75 kg),27 ans,26 ans,206 cm,South Africa : 47% (7/15) England : 33% (5/15) Canada : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15),England : 43% (10/23) South Africa : 35% (8/23) Scotland : 9% (2/23) Canada : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Sale,932 kg (116.50 kg),26 ans,28 ans,198 cm,England : 60% (9/15) Argentina : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15),England : 48% (11/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Australia : 9% (2/23) Wales : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Tonga : 4% (1/23),Leicester," Date :  Sunday, January 30, 2022 Kick Off : 16:00 Venue : AJ Bell Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,50_63_75_16,3,13_68_21,2,73_75,3,3_34_48,2,51_64,1,14,35 - 26
960 kg (120.00 kg),28 ans,28 ans,198 cm,England : 80% (12/15) New Zealand : 13% (2/15) Tonga : 7% (1/15),England : 74% (17/23) Tonga : 9% (2/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Scotland : 4% (1/23),Wasps,926 kg (115.75 kg),28 ans,27 ans,201 cm,England : 47% (7/15) New Zealand : 13% (2/15) South Africa : 13% (2/15) Scotland : 13% (2/15) Samoa : 7% (1/15) Australia : 7% (1/15),England : 43% (10/23) New Zealand : 13% (3/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Wales : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23) Namibia : 4% (1/23),Saracens," Date :  Sunday, January 30, 2022 Kick Off : 16:00 Venue : Coventry Building Society Arena Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,75_5,3,39_29_79,4,3_21_47_54,1,18,2,7_76,1,80,26 - 20
908 kg (113.50 kg),27 ans,26 ans,198 cm,England : 67% (10/15) Georgia : 13% (2/15) Argentina : 13% (2/15) South Africa : 7% (1/15),England : 57% (13/23) Argentina : 13% (3/23) Scotland : 13% (3/23) Georgia : 9% (2/23) South Africa : 4% (1/23) Australia : 4% (1/23),Gloucester,925 kg (115.63 kg),27 ans,26 ans,207 cm,England : 33% (5/15) Australia : 27% (4/15) Argentina : 13% (2/15) Wales : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 30% (7/23) Australia : 17% (4/23) Argentina : 13% (3/23) Ireland : 13% (3/23) South Africa : 13% (3/23) Wales : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23),London Irish," Date :  Friday, February 4, 2022 Kick Off : 20:45 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,14_79_47,1,53,1,74,0,,3,16_48_81,1,53,24 - 7
911 kg (113.88 kg),29 ans,29 ans,201 cm,England : 60% (9/15) Fiji : 13% (2/15) Ireland : 7% (1/15) New Zealand : 7% (1/15) Wales : 7% (1/15) Australia : 7% (1/15),England : 57% (13/23) New Zealand : 9% (2/23) Fiji : 9% (2/23) Samoa : 9% (2/23) Ireland : 4% (1/23) Wales : 4% (1/23) Australia : 4% (1/23) France : 4% (1/23),Bristol,937 kg (117.13 kg),29 ans,26 ans,204 cm,England : 73% (11/15) Ireland : 7% (1/15) Australia : 7% (1/15) Scotland : 7% (1/15) Argentina : 7% (1/15),England : 74% (17/23) Scotland : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23) Fiji : 4% (1/23),Newcastle," Date :  Saturday, February 5, 2022 Kick Off : 15:00 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,3_10_19,2,56_22,3,44_62_77,0,,4,3_11_21_27,2,24_57,37 - 21
