Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
919 kg (114.88 kg),26 ans,26 ans,201 cm,England : 100% (15/15),England : 87% (20/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Zimbabwe : 4% (1/23),Bath,949 kg (118.63 kg),27 ans,27 ans,201 cm,England : 60% (9/15) New Zealand : 13% (2/15) Italy : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15),England : 61% (14/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Italy : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23) Fiji : 4% (1/23),Saracens," Date :  Sunday, October 17, 2021 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,76_41_74,9,27_42_5_37_15_28_57_54_70,0,,1,2,1,42,9,6_16_27_30_38_43_55_59_71,17 - 71
903 kg (112.88 kg),30 ans,25 ans,204 cm,England : 33% (5/15) South Africa : 13% (2/15) Australia : 13% (2/15) New Zealand : 13% (2/15) Argentina : 7% (1/15) Tonga : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15),England : 43% (10/23) South Africa : 13% (3/23) Australia : 13% (3/23) New Zealand : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),London Irish,916 kg (114.50 kg),29 ans,26 ans,198 cm,England : 47% (7/15) Argentina : 13% (2/15) Georgia : 7% (1/15) Russia : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 61% (14/23) Argentina : 13% (3/23) Georgia : 4% (1/23) Russia : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23) Wales : 4% (1/23),Gloucester," Date :  Sunday, October 17, 2021 Kick Off : 16:00 Venue : Brentford Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,11_66_18,3,47_54_58,2,41_51,2,21_23,2,12_19,2,55_59,25 - 25
929 kg (116.13 kg),29 ans,25 ans,202 cm,England : 60% (9/15) Fiji : 13% (2/15) South Africa : 13% (2/15) New Zealand : 7% (1/15) Wales : 7% (1/15),England : 65% (15/23) Fiji : 13% (3/23) South Africa : 13% (3/23) New Zealand : 4% (1/23) Wales : 4% (1/23),Northampton,901 kg (112.63 kg),29 ans,25 ans,203 cm,England : 53% (8/15) South Africa : 20% (3/15) Wales : 13% (2/15) Scotland : 7% (1/15) Ireland : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Wales : 13% (3/23) Scotland : 4% (1/23) Ireland : 4% (1/23) Tonga : 4% (1/23),Worcester," Date :  Friday, October 22, 2021 Kick Off : 20:45 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",10,21_14_75_8_27_44_57_29_51_79,1,9,0,,1,18,8,15_22_28_30_45_76_80_58,1,11,66 - 10
915 kg (114.38 kg),27 ans,25 ans,200 cm,England : 80% (12/15) South Africa : 13% (2/15) Australia : 7% (1/15),England : 70% (16/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Australia : 4% (1/23) Argentina : 4% (1/23),Harlequins,929 kg (116.13 kg),27 ans,27 ans,201 cm,England : 80% (12/15) South Africa : 13% (2/15) Fiji : 7% (1/15),England : 78% (18/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Scotland : 4% (1/23) Zimbabwe : 4% (1/23),Bath," Date :  Saturday, October 23, 2021 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,47_3_15_73_78,2,31_25,0,,1,7,3,4_48_74,2,26_31,31 - 17
916 kg (114.50 kg),29 ans,27 ans,198 cm,England : 53% (8/15) Georgia : 7% (1/15) Russia : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 52% (12/23) Argentina : 13% (3/23) Wales : 9% (2/23) Georgia : 4% (1/23) Russia : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),Gloucester,944 kg (118.00 kg),29 ans,27 ans,204 cm,England : 67% (10/15) South Africa : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15) Argentina : 7% (1/15),England : 61% (14/23) South Africa : 17% (4/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23),Newcastle," Date :  Saturday, October 23, 2021 Kick Off : 16:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,33_77,2,48_82,5,8_23_45_71_71,2,54_60,2,34_78,2,48_83,29 - 20
941 kg (117.63 kg),28 ans,27 ans,197 cm,England : 53% (8/15) South Africa : 20% (3/15) Argentina : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15),England : 52% (12/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23),Leicester,921 kg (115.13 kg),26 ans,26 ans,206 cm,South Africa : 40% (6/15) England : 33% (5/15) Scotland : 20% (3/15) Samoa : 7% (1/15),England : 48% (11/23) South Africa : 35% (8/23) Scotland : 13% (3/23) Samoa : 4% (1/23),Sale," Date :  Saturday, October 23, 2021 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,49,1,81,4,32_38_56_77,2,36_53,1,51,0,,19 - 11
921 kg (115.13 kg),27 ans,27 ans,201 cm,England : 87% (13/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 78% (18/23) Scotland : 9% (2/23) New Zealand : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23),Exeter,929 kg (116.13 kg),29 ans,26 ans,204 cm,England : 40% (6/15) Australia : 20% (3/15) New Zealand : 13% (2/15) Argentina : 7% (1/15) Tonga : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15),England : 39% (9/23) South Africa : 17% (4/23) Australia : 13% (3/23) New Zealand : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),London Irish," Date :  Saturday, October 23, 2021 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,21_66_23,4,3_62_9_49,0,,0,,3,22_25_67,4,3_10_50_63,21 - 33
930 kg (116.25 kg),27 ans,29 ans,201 cm,England : 67% (10/15) New Zealand : 13% (2/15) South Africa : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15),England : 65% (15/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) Wales : 4% (1/23) Italy : 4% (1/23) Scotland : 4% (1/23),Saracens,928 kg (116.00 kg),28 ans,26 ans,203 cm,England : 47% (7/15) South Africa : 27% (4/15) Wales : 7% (1/15) New Zealand : 7% (1/15) Italy : 7% (1/15) Ireland : 7% (1/15),England : 61% (14/23) South Africa : 17% (4/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23),Wasps," Date :  Sunday, October 24, 2021 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",8,12_82_39_20_42_61_64_69,2,53_56,2,4_10,1,17,5,13_21_39_70_83,1,56,56 - 15
920 kg (115.00 kg),28 ans,26 ans,201 cm,England : 47% (7/15) Scotland : 13% (2/15) Georgia : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15) Argentina : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 57% (13/23) Scotland : 9% (2/23) Argentina : 9% (2/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Russia : 4% (1/23),Gloucester,933 kg (116.63 kg),27 ans,26 ans,198 cm,England : 67% (10/15) Australia : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 52% (12/23) New Zealand : 9% (2/23) Scotland : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Wales : 4% (1/23) Congo : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23),Exeter," Date :  Friday, October 29, 2021 Kick Off : 20:45 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,14,2,50_67,2,24_27,2,1_6,1,15,0,,13 - 16
910 kg (113.75 kg),27 ans,25 ans,201 cm,England : 73% (11/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Zimbabwe : 7% (1/15) Fiji : 7% (1/15),England : 74% (17/23) South Africa : 13% (3/23) Scotland : 4% (1/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23),Bath,918 kg (114.75 kg),28 ans,27 ans,198 cm,England : 53% (8/15) New Zealand : 20% (3/15) Scotland : 7% (1/15) Tonga : 7% (1/15) Wales : 7% (1/15) Jersey : 7% (1/15),England : 57% (13/23) New Zealand : 13% (3/23) South Africa : 9% (2/23) Scotland : 4% (1/23) Tonga : 4% (1/23) Wales : 4% (1/23) Jersey : 4% (1/23) Ireland : 4% (1/23),Wasps," Date :  Saturday, October 30, 2021 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,74_27,3,47_7_67,1,19,2,25_33,2,28_74,3,48_68_9,17 - 27
910 kg (113.75 kg),28 ans,27 ans,204 cm,England : 40% (6/15) Australia : 20% (3/15) South Africa : 13% (2/15) Tonga : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15) New Zealand : 7% (1/15),England : 35% (8/23) South Africa : 13% (3/23) Australia : 13% (3/23) Ireland : 9% (2/23) New Zealand : 9% (2/23) Tonga : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23),London Irish,922 kg (115.25 kg),29 ans,27 ans,201 cm,England : 53% (8/15) New Zealand : 20% (3/15) Wales : 13% (2/15) Scotland : 7% (1/15) Australia : 7% (1/15),England : 57% (13/23) Wales : 17% (4/23) New Zealand : 13% (3/23) Scotland : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23),Bristol," Date :  Saturday, October 30, 2021 Kick Off : 16:00 Venue : Brentford Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,38_40_20_68,5,9_14_47_16_56,0,,4,62_65_72_81,4,39_41_69_78,4,15_17_48_56,33 - 45
943 kg (117.88 kg),29 ans,26 ans,202 cm,England : 47% (7/15) South Africa : 20% (3/15) Fiji : 13% (2/15) New Zealand : 13% (2/15) Wales : 7% (1/15),England : 61% (14/23) Fiji : 13% (3/23) South Africa : 13% (3/23) New Zealand : 9% (2/23) Wales : 4% (1/23),Northampton,943 kg (117.88 kg),27 ans,28 ans,201 cm,England : 47% (7/15) South Africa : 20% (3/15) Argentina : 13% (2/15) Zimbabwe : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15),England : 48% (11/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Fiji : 9% (2/23) Zimbabwe : 4% (1/23) Ireland : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23) Australia : 4% (1/23),Leicester," Date :  Saturday, October 30, 2021 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,56_45_40_77,6,19_34_11_21_65_79,0,,3,2_60_63,3,46_57_78,4,19_35_67_80,26 - 55
944 kg (118.00 kg),29 ans,26 ans,200 cm,England : 67% (10/15) South Africa : 20% (3/15) Wales : 7% (1/15) Tonga : 7% (1/15),England : 61% (14/23) Wales : 17% (4/23) South Africa : 13% (3/23) Tonga : 4% (1/23) Ireland : 4% (1/23),Worcester,939 kg (117.38 kg),26 ans,26 ans,208 cm,South Africa : 47% (7/15) England : 33% (5/15) Scotland : 13% (2/15) New Zealand : 7% (1/15),England : 43% (10/23) South Africa : 39% (9/23) Scotland : 9% (2/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),Sale," Date :  Saturday, October 30, 2021 Kick Off : 16:00 Venue : Sixways Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,8_55_6_67,2,19_62,1,27,0,,2,6_10,2,20_63,27 - 14
891 kg (111.38 kg),25 ans,26 ans,196 cm,England : 67% (10/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Italy : 7% (1/15) Australia : 7% (1/15),England : 57% (13/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Argentina : 4% (1/23) Italy : 4% (1/23) Australia : 4% (1/23),Harlequins,927 kg (115.88 kg),28 ans,27 ans,201 cm,England : 60% (9/15) New Zealand : 13% (2/15) South Africa : 13% (2/15) Scotland : 7% (1/15) Australia : 7% (1/15),England : 48% (11/23) New Zealand : 13% (3/23) South Africa : 9% (2/23) Wales : 9% (2/23) Scotland : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23) Italy : 4% (1/23) Samoa : 4% (1/23),Saracens," Date :  Sunday, October 31, 2021 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,2_14_33,2,76_41,0,,5,5_13_29_66_71,2,16_34,2,42_77,22 - 29
915 kg (114.38 kg),27 ans,27 ans,200 cm,England : 53% (8/15) South Africa : 13% (2/15) Australia : 7% (1/15) Wales : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15),England : 52% (12/23) South Africa : 9% (2/23) Australia : 9% (2/23) Fiji : 9% (2/23) Wales : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Zimbabwe : 4% (1/23),Leicester,914 kg (114.25 kg),27 ans,25 ans,201 cm,England : 80% (12/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 83% (19/23) South Africa : 9% (2/23) Scotland : 4% (1/23) Fiji : 4% (1/23),Bath," Date :  Friday, November 5, 2021 Kick Off : 20:45 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,9_56_26_80,2,51_6,4,3_24_41_74,3,21_29_62,4,11_27_58_81,2,7_52,40 - 23
903 kg (112.88 kg),29 ans,26 ans,201 cm,England : 60% (9/15) New Zealand : 13% (2/15) Wales : 13% (2/15) Samoa : 7% (1/15) Australia : 7% (1/15),England : 61% (14/23) Wales : 17% (4/23) New Zealand : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23),Bristol,936 kg (117.00 kg),28 ans,26 ans,203 cm,England : 80% (12/15) Wales : 13% (2/15) South Africa : 7% (1/15),England : 74% (17/23) Wales : 17% (4/23) South Africa : 4% (1/23) Ireland : 4% (1/23),Worcester," Date :  Saturday, November 6, 2021 Kick Off : 16:00 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,38_35_72_49,1,48,1,3,0,,2,50_74,0,,27 - 5
904 kg (113.00 kg),27 ans,28 ans,201 cm,England : 73% (11/15) Scotland : 13% (2/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),England : 61% (14/23) Wales : 13% (3/23) New Zealand : 9% (2/23) Scotland : 9% (2/23) South Africa : 4% (1/23) Samoa : 4% (1/23),Saracens,939 kg (117.38 kg),29 ans,26 ans,207 cm,England : 33% (5/15) Australia : 20% (3/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) Ireland : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 39% (9/23) South Africa : 17% (4/23) Australia : 17% (4/23) Argentina : 4% (1/23) Wales : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) Tonga : 4% (1/23),London Irish," Date :  Saturday, November 6, 2021 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,60_4_48_28_45,5,72_67_53_62_85,1,18,1,14,3,46_49_61,3,63_68_86,34 - 34
927 kg (115.88 kg),27 ans,26 ans,208 cm,South Africa : 47% (7/15) England : 27% (4/15) Scotland : 20% (3/15) Ireland : 7% (1/15),England : 43% (10/23) South Africa : 35% (8/23) Scotland : 13% (3/23) Ireland : 4% (1/23) Wales : 4% (1/23),Sale,943 kg (117.88 kg),26 ans,25 ans,207 cm,England : 87% (13/15) South Africa : 13% (2/15),England : 78% (18/23) South Africa : 9% (2/23) Samoa : 9% (2/23) Australia : 4% (1/23),Northampton," Date :  Saturday, November 6, 2021 Kick Off : 18:00 Venue : AJ Bell Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,9_82_41,0,,3,28_32_65,2,6_40,3,11_42_83,0,,30 - 6
935 kg (116.88 kg),28 ans,25 ans,198 cm,England : 73% (11/15) South Africa : 13% (2/15) Australia : 7% (1/15) New Zealand : 7% (1/15),England : 57% (13/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Ireland : 9% (2/23) Australia : 4% (1/23) Wales : 4% (1/23) Congo : 4% (1/23) Scotland : 4% (1/23),Exeter,932 kg (116.50 kg),28 ans,28 ans,204 cm,England : 60% (9/15) South Africa : 20% (3/15) Ireland : 7% (1/15) Australia : 7% (1/15) Fiji : 7% (1/15),England : 52% (12/23) South Africa : 17% (4/23) Fiji : 9% (2/23) Scotland : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23),Newcastle," Date :  Saturday, November 6, 2021 Kick Off : 18:30 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,49_40,2,8_56,0,,1,72,2,41_51,1,9,14 - 15
918 kg (114.75 kg),28 ans,26 ans,198 cm,England : 53% (8/15) New Zealand : 13% (2/15) Scotland : 7% (1/15) Tonga : 7% (1/15) South Africa : 7% (1/15) Jersey : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) South Africa : 13% (3/23) New Zealand : 9% (2/23) Scotland : 4% (1/23) Tonga : 4% (1/23) Jersey : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Wasps,891 kg (111.38 kg),27 ans,25 ans,200 cm,England : 80% (12/15) South Africa : 13% (2/15) Argentina : 7% (1/15),England : 70% (16/23) South Africa : 22% (5/23) Argentina : 4% (1/23) Scotland : 4% (1/23),Harlequins," Date :  Sunday, November 7, 2021 Kick Off : 17:30 Venue : Coventry Building Society Arena Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,10,4,61_79_41_69,3,5_26_36,0,,1,12,3,61_70_80,16 - 26
918 kg (114.75 kg),28 ans,28 ans,198 cm,England : 47% (7/15) New Zealand : 13% (2/15) Scotland : 7% (1/15) Tonga : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15) Jersey : 7% (1/15) Italy : 7% (1/15),England : 48% (11/23) New Zealand : 13% (3/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Tonga : 4% (1/23) Wales : 4% (1/23) Jersey : 4% (1/23) Italy : 4% (1/23),Wasps,909 kg (113.63 kg),27 ans,27 ans,201 cm,England : 60% (9/15) Scotland : 13% (2/15) Georgia : 7% (1/15) Russia : 7% (1/15) Argentina : 7% (1/15) Australia : 7% (1/15),England : 61% (14/23) Georgia : 9% (2/23) Argentina : 9% (2/23) Scotland : 9% (2/23) Australia : 9% (2/23) Russia : 4% (1/23),Gloucester," Date :  Friday, November 26, 2021 Kick Off : 20:45 Venue : Coventry Building Society Arena Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,39_22_73_77_55,4,66_27_49_10,0,,3,15_20_36,4,40_56_74_77,3,11_27_50,33 - 35
916 kg (114.50 kg),26 ans,27 ans,201 cm,England : 93% (14/15) Fiji : 7% (1/15),England : 87% (20/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23),Bath,944 kg (118.00 kg),29 ans,26 ans,197 cm,England : 53% (8/15) South Africa : 13% (2/15) Australia : 7% (1/15) New Zealand : 7% (1/15) Zimbabwe : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15),England : 61% (14/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) Zimbabwe : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23),Exeter," Date :  Friday, November 26, 2021 Kick Off : 20:45 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,19,2,42_76,3,2_47_64,3,8_28_80,1,21,2,43_77,16 - 23
913 kg (114.13 kg),28 ans,27 ans,201 cm,England : 53% (8/15) New Zealand : 20% (3/15) Wales : 13% (2/15) Scotland : 7% (1/15) Samoa : 7% (1/15),England : 61% (14/23) New Zealand : 13% (3/23) Wales : 13% (3/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Nigeria : 4% (1/23),Bristol,943 kg (117.88 kg),27 ans,26 ans,202 cm,England : 67% (10/15) South Africa : 20% (3/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Fiji : 9% (2/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Northampton," Date :  Friday, November 26, 2021 Kick Off : 20:45 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,3_41,4,32_35_59_63,2,20_30,4,6_17_53_74,2,4_42,2,33_36,20 - 36
892 kg (111.50 kg),27 ans,25 ans,201 cm,England : 73% (11/15) South Africa : 20% (3/15) Italy : 7% (1/15),England : 61% (14/23) South Africa : 17% (4/23) Italy : 4% (1/23) Argentina : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),Harlequins,939 kg (117.38 kg),29 ans,26 ans,207 cm,England : 33% (5/15) Australia : 27% (4/15) Argentina : 7% (1/15) Wales : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 39% (9/23) Australia : 17% (4/23) South Africa : 13% (3/23) Argentina : 4% (1/23) Wales : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23),London Irish," Date :  Saturday, November 27, 2021 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,35_21_66,3,28_51_57,0,,1,4,2,23_36,2,29_58,19 - 22
941 kg (117.63 kg),30 ans,27 ans,204 cm,England : 67% (10/15) South Africa : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23),Newcastle,943 kg (117.88 kg),28 ans,27 ans,203 cm,England : 67% (10/15) Wales : 13% (2/15) South Africa : 13% (2/15) Tonga : 7% (1/15),England : 65% (15/23) Wales : 17% (4/23) South Africa : 9% (2/23) Tonga : 4% (1/23) Ireland : 4% (1/23),Worcester," Date :  Saturday, November 27, 2021 Kick Off : 19:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,19_52_24_72,3,47_39_74,0,,1,14,2,25_73,3,40_48_76,24 - 24
944 kg (118.00 kg),29 ans,27 ans,201 cm,England : 53% (8/15) New Zealand : 13% (2/15) Wales : 13% (2/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15),England : 57% (13/23) New Zealand : 9% (2/23) Wales : 9% (2/23) South Africa : 9% (2/23) Scotland : 4% (1/23) Australia : 4% (1/23) Tonga : 4% (1/23) Samoa : 4% (1/23),Saracens,918 kg (114.75 kg),27 ans,26 ans,206 cm,South Africa : 47% (7/15) England : 33% (5/15) Scotland : 13% (2/15) Ireland : 7% (1/15),South Africa : 43% (10/23) England : 35% (8/23) Scotland : 13% (3/23) Ireland : 4% (1/23) Canada : 4% (1/23),Sale," Date :  Sunday, November 28, 2021 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,17_49_71,2,61_73,2,2_40,0,,2,18_72,2,62_74,25 - 14
916 kg (114.50 kg),29 ans,27 ans,198 cm,England : 53% (8/15) Georgia : 7% (1/15) Russia : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) Argentina : 9% (2/23) Australia : 9% (2/23) Scotland : 9% (2/23) Georgia : 4% (1/23) Russia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Gloucester,916 kg (114.50 kg),30 ans,27 ans,201 cm,England : 47% (7/15) New Zealand : 20% (3/15) Wales : 20% (3/15) Samoa : 13% (2/15),England : 48% (11/23) New Zealand : 17% (4/23) Wales : 13% (3/23) Samoa : 9% (2/23) Scotland : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),Bristol," Date :  Friday, December 3, 2021 Kick Off : 20:45 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,37_55_78,1,43,1,5,1,10,1,56,1,44,27 - 10
945 kg (118.13 kg),28 ans,26 ans,201 cm,England : 53% (8/15) Scotland : 13% (2/15) Australia : 7% (1/15) New Zealand : 7% (1/15) Zimbabwe : 7% (1/15) South Africa : 7% (1/15) Ireland : 7% (1/15),England : 61% (14/23) New Zealand : 9% (2/23) Scotland : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) Zimbabwe : 4% (1/23) Ireland : 4% (1/23),Exeter,930 kg (116.25 kg),28 ans,27 ans,201 cm,England : 67% (10/15) Wales : 13% (2/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15),England : 57% (13/23) Wales : 9% (2/23) South Africa : 9% (2/23) New Zealand : 4% (1/23) Australia : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23),Saracens," Date :  Saturday, December 4, 2021 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,56_38,0,,2,24_63,5,4_28_48_67_70,1,57,0,,18 - 15
