Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
944 kg (118.00 kg),27 ans,27 ans,203 cm,France : 47% (7/15) New Zealand : 20% (3/15) Tonga : 7% (1/15) Georgia : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),France : 61% (14/23) New Zealand : 13% (3/23) Fiji : 9% (2/23) Tonga : 4% (1/23) Georgia : 4% (1/23) South Africa : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),La Rochelle,933 kg (116.63 kg),29 ans,28 ans,203 cm,France : 80% (12/15) New Zealand : 7% (1/15) United-States : 7% (1/15) South Africa : 7% (1/15),France : 65% (15/23) South Africa : 13% (3/23) New Zealand : 4% (1/23) United-States : 4% (1/23) Canada : 4% (1/23) England : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier," Date :  Saturday, February 3, 2024 Kick Off : 17:00 Venue : Stade Marcel-Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,59_48,1,74,2,6_11,1,36,1,49,1,75,18 - 10
936 kg (117.00 kg),31 ans,27 ans,204 cm,France : 40% (6/15) Australia : 20% (3/15) Argentina : 13% (2/15) Fiji : 13% (2/15) Samoa : 7% (1/15) Tonga : 7% (1/15),France : 52% (12/23) Australia : 13% (3/23) Argentina : 13% (3/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Tonga : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Clermont,930 kg (116.25 kg),24 ans,28 ans,197 cm,France : 73% (11/15) England : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15),France : 65% (15/23) New Zealand : 9% (2/23) Australia : 9% (2/23) England : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Lyon," Date :  Saturday, February 3, 2024 Kick Off : 17:00 Venue : Stade Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,24_38_3_9_17_59,3,68_40_49,0,,0,,4,10_18_25_39,3,41_50_69,38 - 21
918 kg (114.75 kg),29 ans,27 ans,203 cm,France : 67% (10/15) New Zealand : 13% (2/15) Argentina : 13% (2/15) Scotland : 7% (1/15),France : 70% (16/23) New Zealand : 13% (3/23) Argentina : 9% (2/23) Scotland : 4% (1/23) Portugal : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Oyonnax,918 kg (114.75 kg),28 ans,28 ans,198 cm,France : 53% (8/15) Australia : 13% (2/15) Tonga : 7% (1/15) Germany : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),France : 57% (13/23) Australia : 9% (2/23) South Africa : 9% (2/23) England : 9% (2/23) Tonga : 4% (1/23) Germany : 4% (1/23) New Zealand : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris," Date :  Saturday, February 3, 2024 Kick Off : 17:00 Venue : Stade Charles-Mathon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,28,2,40_59,4,14_34_36_48,3,30_65_74,1,29,2,41_60,19 - 23
947 kg (118.38 kg),29 ans,25 ans,208 cm,France : 53% (8/15) Samoa : 13% (2/15) Australia : 7% (1/15) England : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) Argentina : 7% (1/15),France : 61% (14/23) Samoa : 9% (2/23) Australia : 4% (1/23) England : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23) Ireland : 4% (1/23) Spain : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,917 kg (114.63 kg),28 ans,27 ans,198 cm,France : 80% (12/15) Fiji : 13% (2/15) South Africa : 7% (1/15),France : 74% (17/23) Fiji : 9% (2/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 21 / 23 (91%)  PRO NON-JIFF PLAYER : 2 / 23 (9 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne," Date :  Saturday, February 3, 2024 Kick Off : 21:05 Venue : Stade Ernest-Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",7,47_38_21_25_13_83_79,4,18_45_61_36,1,74,0,,4,14_22_26_84,3,19_46_62,46 - 26
931 kg (116.38 kg),28 ans,27 ans,202 cm,France : 33% (5/15) Georgia : 13% (2/15) South Africa : 13% (2/15) Cameroon : 7% (1/15) Samoa : 7% (1/15) Wales : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 48% (11/23) Georgia : 9% (2/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Cameroon : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,951 kg (118.88 kg),31 ans,25 ans,202 cm,France : 67% (10/15) Australia : 13% (2/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) Congo : 7% (1/15),France : 74% (17/23) Australia : 13% (3/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) Congo : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux," Date :  Sunday, February 4, 2024 Kick Off : 21:05 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,14_40_27_58,4,78_2_68_53,2,5_72,3,10_32_60,3,15_41_59,4,3_54_69_79,32 - 37
933 kg (116.63 kg),27 ans,27 ans,197 cm,France : 53% (8/15) New Zealand : 13% (2/15) Australia : 13% (2/15) England : 7% (1/15) Ireland : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) New Zealand : 13% (3/23) Australia : 9% (2/23) England : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Lyon,908 kg (113.50 kg),27 ans,26 ans,200 cm,France : 80% (12/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15),France : 65% (15/23) Fiji : 9% (2/23) New Zealand : 9% (2/23) Australia : 4% (1/23) Tonga : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),La Rochelle," Date :  Saturday, February 17, 2024 Kick Off : 15:00 Venue : Matmut Stadium de Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,28_48_74,2,22_9,3,14_44_58,1,34,2,29_49,2,10_23,28 - 17
917 kg (114.63 kg),28 ans,27 ans,198 cm,France : 47% (7/15) Australia : 13% (2/15) South Africa : 13% (2/15) England : 13% (2/15) Tonga : 7% (1/15) Germany : 7% (1/15),France : 61% (14/23) South Africa : 13% (3/23) Australia : 9% (2/23) England : 9% (2/23) Tonga : 4% (1/23) Germany : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris,966 kg (120.75 kg),30 ans,27 ans,198 cm,France : 47% (7/15) Samoa : 20% (3/15) South Africa : 13% (2/15) Fiji : 13% (2/15) Italy : 7% (1/15),France : 61% (14/23) Samoa : 13% (3/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Italy : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan," Date :  Saturday, February 17, 2024 Kick Off : 17:00 Venue : Stade Jean Bouin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,19_43_67_75,1,35,2,52_60,4,11_16_41_58,3,20_44_76,1,36,32 - 19
939 kg (117.38 kg),26 ans,25 ans,208 cm,France : 60% (9/15) Samoa : 7% (1/15) Ireland : 7% (1/15) Australia : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) Samoa : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) United-States : 4% (1/23) Spain : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,893 kg (111.63 kg),27 ans,28 ans,204 cm,France : 73% (11/15) Australia : 7% (1/15) Scotland : 7% (1/15) Argentina : 7% (1/15) Portugal : 7% (1/15),France : 74% (17/23) Australia : 4% (1/23) Scotland : 4% (1/23) Argentina : 4% (1/23) Portugal : 4% (1/23) Samoa : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Oyonnax," Date :  Saturday, February 17, 2024 Kick Off : 17:00 Venue : Stade Ernest-Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",8,19_7_42_68_73_48_11_40,5,54_5_29_22_77,0,,1,35,7,8_20_40_43_49_69_74,3,6_30_78,61 - 34
916 kg (114.50 kg),28 ans,27 ans,203 cm,France : 60% (9/15) England : 13% (2/15) South Africa : 13% (2/15) Fiji : 13% (2/15),France : 61% (14/23) England : 13% (3/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Portugal : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Racing 92,932 kg (116.50 kg),26 ans,28 ans,203 cm,France : 67% (10/15) New Zealand : 13% (2/15) Georgia : 7% (1/15) Canada : 7% (1/15) South Africa : 7% (1/15),France : 65% (15/23) New Zealand : 9% (2/23) Georgia : 9% (2/23) South Africa : 9% (2/23) Canada : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier," Date :  Saturday, February 17, 2024 Kick Off : 17:00 Venue : Paris La Défense Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,54_70,5,46_5_10_83_42,2,7_16,3,64_66_72,2,55_71,5,6_11_43_47_84,20 - 44
935 kg (116.88 kg),28 ans,27 ans,202 cm,France : 67% (10/15) Australia : 13% (2/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) Congo : 7% (1/15),France : 70% (16/23) Australia : 13% (3/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) Congo : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux,911 kg (113.88 kg),28 ans,26 ans,202 cm,France : 53% (8/15) New Zealand : 13% (2/15) Australia : 13% (2/15) Georgia : 7% (1/15) Spain : 7% (1/15) Samoa : 7% (1/15),France : 52% (12/23) New Zealand : 9% (2/23) Australia : 9% (2/23) Georgia : 9% (2/23) Spain : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23) England : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, February 17, 2024 Kick Off : 17:00 Venue : Stade Chaban-Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,74,2,8_41,1,33,2,4_31,1,73,2,9_42,10 - 20
915 kg (114.38 kg),29 ans,26 ans,198 cm,France : 80% (12/15) Fiji : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15),France : 70% (16/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Italy : 4% (1/23) Argentina : 4% (1/23) Uruguay : 4% (1/23) Georgia : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bayonne,891 kg (111.38 kg),28 ans,26 ans,204 cm,France : 60% (9/15) Australia : 13% (2/15) Argentina : 13% (2/15) Samoa : 7% (1/15) Fiji : 7% (1/15),France : 57% (13/23) Argentina : 17% (4/23) Australia : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont," Date :  Saturday, February 17, 2024 Kick Off : 21:05 Venue : Stade Jean Dauger Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,29_47,1,8,3,6_72_74,2,20_58,1,30,1,10,21 - 13
922 kg (115.25 kg),28 ans,27 ans,200 cm,France : 47% (7/15) Fiji : 27% (4/15) Georgia : 7% (1/15) Australia : 7% (1/15) Canada : 7% (1/15) Uruguay : 7% (1/15),France : 52% (12/23) Fiji : 22% (5/23) Georgia : 4% (1/23) Australia : 4% (1/23) Canada : 4% (1/23) Uruguay : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,908 kg (113.50 kg),28 ans,26 ans,202 cm,France : 40% (6/15) England : 13% (2/15) South Africa : 13% (2/15) Fiji : 13% (2/15) Cameroon : 7% (1/15) Wales : 7% (1/15) Tonga : 7% (1/15),France : 48% (11/23) England : 13% (3/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Cameroon : 4% (1/23) Wales : 4% (1/23) Tonga : 4% (1/23) Samoa : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon," Date :  Sunday, February 18, 2024 Kick Off : 21:05 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,17_23_66,2,78_48,2,51_63,1,27,2,18_24,2,49_79,25 - 17
938 kg (117.25 kg),27 ans,28 ans,200 cm,France : 47% (7/15) South Africa : 20% (3/15) New Zealand : 13% (2/15) England : 13% (2/15) Canada : 7% (1/15),France : 57% (13/23) New Zealand : 13% (3/23) South Africa : 13% (3/23) England : 9% (2/23) Canada : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier,913 kg (114.13 kg),28 ans,27 ans,205 cm,France : 73% (11/15) Argentina : 13% (2/15) Fiji : 7% (1/15) Uruguay : 7% (1/15),France : 70% (16/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Uruguay : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne," Date :  Saturday, February 24, 2024 Kick Off : 15:00 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,30_3_51,2,40_46,3,12_58_79,3,10_22_82,2,4_31,2,41_47,28 - 23
898 kg (112.25 kg),28 ans,26 ans,200 cm,France : 53% (8/15) Georgia : 13% (2/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) Spain : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15),France : 57% (13/23) Georgia : 9% (2/23) Fiji : 9% (2/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Spain : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,907 kg (113.38 kg),26 ans,27 ans,202 cm,France : 60% (9/15) Georgia : 13% (2/15) South Africa : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15),France : 57% (13/23) Georgia : 9% (2/23) England : 9% (2/23) South Africa : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) Samoa : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon," Date :  Saturday, February 24, 2024 Kick Off : 17:00 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,30_23,0,,1,79,3,35_43_77,2,24_31,0,,17 - 9
