home_pack_weight_average,home_forwards_average_age,home_backs_average_age,home_tallest_player,home_differents_nationalities_for_starters,home_differents_nationalities_for_all_the_team,home_team,away_pack_weight_average,away_forwards_average_age,away_backs_average_age,away_tallest_player,away_differents_nationalities_for_starters,away_differents_nationalities_for_all_the_team,away_team,stadium,match_date,match_time_french,home_n_tries,home_n_conversions,home_n_pen_kicks,home_n_pen_tries,away_n_tries,away_n_conversions,away_n_pen_kicks,away_n_pen_tries,mins_of_home_tries,mins_of_home_conversions,mins_of_home_pen_kicks,mins_of_home_pen_tries,mins_of_away_tries,mins_of_away_conversions,mins_of_away_pen_kicks,mins_of_away_pen_tries,match_result
912 kg (114.00 kg),28 ans,26 ans,199 cm,Wales : 80% (12/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15),Wales : 74% (17/23) New Zealand : 9% (2/23) England : 9% (2/23) South Africa : 4% (1/23) Australia : 4% (1/23),Ospreys,909 kg (113.63 kg),26 ans,25 ans,200 cm,Italy : 40% (6/15) Argentina : 27% (4/15) South Africa : 20% (3/15) England : 13% (2/15),Italy : 57% (13/23) Argentina : 17% (4/23) South Africa : 13% (3/23) England : 9% (2/23) Samoa : 4% (1/23),Benetton,Swansea.com Stadium,"Saturday, March 4, 2023",18:15,3,1,1,0,2,1,3,0,73_81_6,74,25,,51_21,22,32_37_48,,20 - 21
905 kg (113.13 kg),27 ans,28 ans,198 cm,Wales : 80% (12/15) England : 13% (2/15) South Africa : 7% (1/15),Wales : 78% (18/23) England : 13% (3/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Dragons,873 kg (109.13 kg),26 ans,26 ans,201 cm,Ireland : 87% (13/15) Australia : 7% (1/15) South Africa : 7% (1/15),Ireland : 87% (20/23) Australia : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Connacht,Rodney Parade,"Saturday, March 4, 2023",20:35,2,2,2,0,3,2,1,0,11_41,13_42,23_47,,20_60_50,21_51,9,,20 - 22
958 kg (119.75 kg),29 ans,27 ans,203 cm,Wales : 87% (13/15) Tonga : 7% (1/15) Samoa : 7% (1/15),Wales : 91% (21/23) Tonga : 4% (1/23) Samoa : 4% (1/23),Cardiff,911 kg (113.88 kg),29 ans,24 ans,201 cm,Ireland : 60% (9/15) England : 13% (2/15) Scotland : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15),Ireland : 70% (16/23) England : 13% (3/23) Scotland : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Ulster,Cardiff Arms Park,"Saturday, March 4, 2023",20:35,3,1,1,0,6,6,0,0,6_62_67,67,16,,24_51_18_1_60_71,2_19_25_52_62_72,,,20 - 42
907 kg (113.38 kg),26 ans,25 ans,199 cm,Italy : 53% (8/15) South Africa : 33% (5/15) England : 7% (1/15) Argentina : 7% (1/15),Italy : 61% (14/23) South Africa : 22% (5/23) England : 13% (3/23) Argentina : 4% (1/23),Zebre,924 kg (115.50 kg),26 ans,28 ans,198 cm,Wales : 100% (15/15),Wales : 96% (22/23) England : 4% (1/23),Cardiff,Stadio Sergio Lanfranchi,"Friday, March 24, 2023",20:10,4,2,2,0,4,4,2,0,29_2_73_68,3_68,39_44,,51_21_26_46,23_27_48_52,13_66,,30 - 34
924 kg (115.50 kg),27 ans,25 ans,203 cm,Ireland : 87% (13/15) Australia : 7% (1/15) South Africa : 7% (1/15),Ireland : 87% (20/23) Australia : 4% (1/23) South Africa : 4% (1/23) Georgia : 4% (1/23),Leinster,930 kg (116.25 kg),29 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,RDS Arena,"Friday, March 24, 2023",20:35,4,1,0,0,3,2,1,0,39_43_59_53,59,,,20_33_68,21_34,7,,22 - 22
917 kg (114.63 kg),29 ans,25 ans,199 cm,Wales : 80% (12/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15),Wales : 83% (19/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Australia : 4% (1/23),Ospreys,892 kg (111.50 kg),28 ans,27 ans,198 cm,Wales : 73% (11/15) England : 20% (3/15) New Zealand : 7% (1/15),Wales : 65% (15/23) England : 22% (5/23) New Zealand : 9% (2/23) South Africa : 4% (1/23),Dragons,Swansea.com Stadium,"Saturday, March 25, 2023",14:00,5,3,2,0,2,0,2,1,6_37_42_56_50,7_43_57,18_29,,53_75,,21_41,75,37 - 18
906 kg (113.25 kg),25 ans,26 ans,200 cm,Italy : 53% (8/15) Argentina : 13% (2/15) England : 13% (2/15) Tonga : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),Italy : 57% (13/23) Argentina : 17% (4/23) England : 9% (2/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23),Benetton,962 kg (120.25 kg),26 ans,25 ans,199 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,Stadio Comunale di Monigo,"Saturday, March 25, 2023",14:00,4,4,0,0,4,3,2,0,33_26_22_59,23_27_35_60,,,61_68_64_30,31_65_69,17_42,,28 - 32
877 kg (109.63 kg),26 ans,26 ans,201 cm,Ireland : 80% (12/15) New Zealand : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15),Ireland : 78% (18/23) New Zealand : 13% (3/23) Australia : 4% (1/23) England : 4% (1/23),Connacht,929 kg (116.13 kg),28 ans,28 ans,198 cm,Scotland : 60% (9/15) Fiji : 13% (2/15) England : 13% (2/15) South Africa : 7% (1/15) Argentina : 7% (1/15),Scotland : 57% (13/23) England : 17% (4/23) South Africa : 13% (3/23) Fiji : 9% (2/23) Argentina : 4% (1/23),Edinburgh,The Sportsground,"Saturday, March 25, 2023",16:00,6,4,1,0,4,3,0,0,20_44_39_61_63_7,21_44_61_64,16,,33_46_77_50,34_47_77,,,41 - 26
917 kg (114.63 kg),28 ans,26 ans,198 cm,Wales : 73% (11/15) Tonga : 13% (2/15) New Zealand : 7% (1/15) England : 7% (1/15),Wales : 83% (19/23) Tonga : 9% (2/23) New Zealand : 4% (1/23) England : 4% (1/23),Scarlets,935 kg (116.88 kg),27 ans,27 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Australia : 4% (1/23),Sharks,Parc y Scarlets,"Saturday, March 25, 2023",18:00,2,2,6,0,2,2,2,0,8_44,9_46,14_22_52_55_71_75,,58_27,28_59,42_64,,32 - 20
895 kg (111.88 kg),27 ans,27 ans,203 cm,Ireland : 67% (10/15) United-States : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) England : 7% (1/15),Ireland : 74% (17/23) South Africa : 9% (2/23) United-States : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) England : 4% (1/23),Munster,937 kg (117.13 kg),27 ans,26 ans,208 cm,Scotland : 53% (8/15) South Africa : 13% (2/15) Tonga : 7% (1/15) England : 7% (1/15) Argentina : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15),Scotland : 43% (10/23) South Africa : 13% (3/23) England : 13% (3/23) New Zealand : 13% (3/23) Argentina : 9% (2/23) Tonga : 4% (1/23) Australia : 4% (1/23),Glasgow,Thomond Park,"Saturday, March 25, 2023",18:15,4,3,0,0,5,5,0,0,52_77_70_57,53_57_71,,,5_60_31_24_39,6_25_32_40_62,,,26 - 38
922 kg (115.25 kg),29 ans,25 ans,201 cm,Ireland : 67% (10/15) England : 13% (2/15) New Zealand : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),Ireland : 74% (17/23) England : 13% (3/23) New Zealand : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23),Ulster,924 kg (115.50 kg),25 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,Kingspan Stadium,"Saturday, March 25, 2023",20:35,4,3,2,0,2,2,3,0,25_42_54_2,26_43_54,73_80,,32_18,19_33,13_40_62,,32 - 23
926 kg (115.75 kg),29 ans,26 ans,201 cm,South Africa : 87% (13/15) Congo : 7% (1/15) Australia : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Australia : 4% (1/23),Sharks,898 kg (112.25 kg),27 ans,26 ans,198 cm,Italy : 53% (8/15) Argentina : 27% (4/15) South Africa : 13% (2/15) England : 7% (1/15),Italy : 57% (13/23) Argentina : 22% (5/23) South Africa : 9% (2/23) England : 9% (2/23) Tonga : 4% (1/23),Benetton,Hollywoodbets Kings Park,"Friday, April 14, 2023",18:30,6,5,1,0,5,4,0,0,41_14_31_54_61_66,15_32_42_56_67,79,,1_69_50_6_58,3_7_59_70,,,43 - 33
955 kg (119.38 kg),29 ans,27 ans,208 cm,Scotland : 40% (6/15) England : 20% (3/15) South Africa : 13% (2/15) New Zealand : 13% (2/15) Tonga : 7% (1/15) Australia : 7% (1/15),Scotland : 48% (11/23) England : 13% (3/23) South Africa : 13% (3/23) New Zealand : 13% (3/23) Tonga : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23),Glasgow,905 kg (113.13 kg),25 ans,26 ans,200 cm,Wales : 93% (14/15) Tonga : 7% (1/15),Wales : 96% (22/23) Tonga : 4% (1/23),Scarlets,Scotstoun Stadium,"Friday, April 14, 2023",20:35,2,1,0,0,0,0,3,0,35_54,55,,,,,5_12_49,,12 - 9
913 kg (114.13 kg),27 ans,27 ans,201 cm,Ireland : 80% (12/15) Australia : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),Ireland : 78% (18/23) England : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Ulster,914 kg (114.25 kg),27 ans,26 ans,198 cm,Wales : 93% (14/15) England : 7% (1/15),Wales : 87% (20/23) England : 13% (3/23),Dragons,Kingspan Stadium,"Friday, April 14, 2023",20:35,6,4,0,1,3,2,0,0,29_37_48_7_67_79,9_38_50_68,,79,54_56_11,12_55,,,40 - 19
924 kg (115.50 kg),25 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,924 kg (115.50 kg),26 ans,25 ans,198 cm,Italy : 53% (8/15) South Africa : 27% (4/15) Argentina : 13% (2/15) England : 7% (1/15),Italy : 61% (14/23) South Africa : 17% (4/23) England : 13% (3/23) Argentina : 9% (2/23),Zebre,Emirates Airlines Park,"Saturday, April 15, 2023",13:00,11,10,1,0,2,1,0,0,48_35_60_69_4_21_2_29_63_73_79,5_22_31_36_49_61_64_70_74_80,40,,11_56,57,,,78 - 12
936 kg (117.00 kg),27 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 96% (22/23) Zimbabwe : 4% (1/23),Lions,919 kg (114.88 kg),26 ans,24 ans,203 cm,Ireland : 87% (13/15) Georgia : 7% (1/15) South Africa : 7% (1/15),Ireland : 91% (21/23) Georgia : 4% (1/23) South Africa : 4% (1/23),Leinster,Emirates Airlines Park,"Saturday, April 15, 2023",16:00,5,3,1,1,5,4,2,0,36_25_13_32_58,26_33_37,49,58,45_1_29_74_68,2_31_46_74,62_80,,36 - 39
941 kg (117.63 kg),28 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,918 kg (114.75 kg),28 ans,26 ans,207 cm,Ireland : 67% (10/15) South Africa : 13% (2/15) Tonga : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 74% (17/23) South Africa : 13% (3/23) Tonga : 4% (1/23) France : 4% (1/23) England : 4% (1/23),Munster,DHL Stadium,"Saturday, April 15, 2023",18:15,4,2,0,0,4,3,0,0,65_29_43_80,43_81,,,1_21_73_57,2_58_74,,,24 - 26
875 kg (109.38 kg),27 ans,27 ans,201 cm,Ireland : 73% (11/15) Australia : 13% (2/15) New Zealand : 13% (2/15),Ireland : 74% (17/23) New Zealand : 17% (4/23) Australia : 9% (2/23),Connacht,915 kg (114.38 kg),28 ans,28 ans,203 cm,Wales : 87% (13/15) Tonga : 13% (2/15),Wales : 91% (21/23) Tonga : 9% (2/23),Cardiff,The Sportsground,"Saturday, April 15, 2023",20:35,6,3,0,1,3,2,0,0,17_26_36_12_75_65,13_27_37,,65,30_48_79,31_80,,,38 - 19
918 kg (114.75 kg),29 ans,28 ans,200 cm,Scotland : 40% (6/15) England : 33% (5/15) South Africa : 13% (2/15) Fiji : 7% (1/15) Argentina : 7% (1/15),Scotland : 48% (11/23) South Africa : 22% (5/23) England : 22% (5/23) Fiji : 4% (1/23) Argentina : 4% (1/23),Edinburgh,919 kg (114.88 kg),29 ans,28 ans,203 cm,Wales : 87% (13/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),Wales : 74% (17/23) New Zealand : 13% (3/23) England : 9% (2/23) South Africa : 4% (1/23),Ospreys,The DAM Health Stadium,"Saturday, April 15, 2023",20:35,7,5,0,0,3,3,0,0,7_16_40_4_57_72_19,5_8_17_19_41,,,10_47_75,11_48_76,,,45 - 21
916 kg (114.50 kg),27 ans,28 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,897 kg (112.13 kg),24 ans,27 ans,200 cm,Italy : 53% (8/15) Argentina : 20% (3/15) Tonga : 7% (1/15) Samoa : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),Italy : 57% (13/23) Argentina : 22% (5/23) England : 9% (2/23) Tonga : 4% (1/23) Samoa : 4% (1/23) South Africa : 4% (1/23),Benetton,Danie Craven Stadium,"Friday, April 21, 2023",18:30,6,4,0,0,3,1,1,1,51_41_42_13_58_65,43_53_59_66,,,17_62_78,18,4,78,38 - 22
922 kg (115.25 kg),30 ans,26 ans,199 cm,Ireland : 67% (10/15) South Africa : 13% (2/15) England : 13% (2/15) New Zealand : 7% (1/15),Ireland : 70% (16/23) England : 13% (3/23) South Africa : 9% (2/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Ulster,927 kg (115.88 kg),29 ans,27 ans,201 cm,Scotland : 53% (8/15) South Africa : 20% (3/15) England : 13% (2/15) Fiji : 7% (1/15) Argentina : 7% (1/15),Scotland : 52% (12/23) South Africa : 22% (5/23) England : 13% (3/23) Fiji : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23),Edinburgh,Kingspan Stadium,"Friday, April 21, 2023",20:35,3,2,3,0,2,2,0,0,64_41_25,42_65,37_43_78,,7_75,8_75,,,28 - 14
947 kg (118.38 kg),27 ans,25 ans,199 cm,South Africa : 100% (15/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,906 kg (113.25 kg),25 ans,25 ans,202 cm,Italy : 67% (10/15) England : 13% (2/15) South Africa : 13% (2/15) Argentina : 7% (1/15),Italy : 61% (14/23) South Africa : 17% (4/23) Argentina : 13% (3/23) England : 9% (2/23),Zebre,Loftus Versfeld,"Saturday, April 22, 2023",13:00,8,5,0,0,5,2,2,0,66_31_9_49_15_37_41_59,9_32_42_60_67,,,0_27_34_68_72,28_35,18_44,,50 - 35
911 kg (113.88 kg),27 ans,27 ans,198 cm,Wales : 87% (13/15) England : 7% (1/15) New Zealand : 7% (1/15),Wales : 78% (18/23) England : 13% (3/23) New Zealand : 4% (1/23) South Africa : 4% (1/23),Dragons,924 kg (115.50 kg),26 ans,26 ans,200 cm,Wales : 87% (13/15) Tonga : 7% (1/15) England : 7% (1/15),Wales : 87% (20/23) Tonga : 4% (1/23) England : 4% (1/23) New Zealand : 4% (1/23),Scarlets,Millennium Stadium,"Saturday, April 22, 2023",16:00,4,4,1,0,2,2,0,0,3_80_15_6,4_7_16_81,47,,70_23,23_70,,,31 - 14
924 kg (115.50 kg),25 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,887 kg (110.88 kg),24 ans,23 ans,200 cm,Ireland : 100% (15/15),Ireland : 100% (23/23),Leinster,Loftus Versfeld,"Saturday, April 22, 2023",16:00,9,7,1,0,1,1,0,0,39_41_13_58_50_46_60_24_32,14_25_33_40_47_59_61,6,,53,54,,,62 - 7
924 kg (115.50 kg),28 ans,28 ans,200 cm,South Africa : 87% (13/15) Congo : 7% (1/15) Australia : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Australia : 4% (1/23),Sharks,899 kg (112.38 kg),28 ans,26 ans,203 cm,Ireland : 73% (11/15) South Africa : 7% (1/15) Tonga : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 78% (18/23) South Africa : 9% (2/23) Tonga : 4% (1/23) France : 4% (1/23) England : 4% (1/23),Munster,Hollywoodbets Kings Park,"Saturday, April 22, 2023",18:15,3,2,1,0,3,1,1,1,5_38_28,30_39,43,,64_53_47,65,15,47,22 - 22
934 kg (116.75 kg),30 ans,28 ans,203 cm,Wales : 80% (12/15) New Zealand : 13% (2/15) England : 7% (1/15),Wales : 74% (17/23) New Zealand : 13% (3/23) England : 9% (2/23) South Africa : 4% (1/23),Ospreys,923 kg (115.38 kg),28 ans,28 ans,203 cm,Wales : 87% (13/15) Tonga : 7% (1/15) Samoa : 7% (1/15),Wales : 91% (21/23) Tonga : 4% (1/23) Samoa : 4% (1/23),Cardiff,Millennium Stadium,"Saturday, April 22, 2023",18:15,3,3,0,0,5,5,1,0,45_68_62,46_63_68,,,24_58_29_31_75,25_30_32_59_77,41,,21 - 38
931 kg (116.38 kg),28 ans,27 ans,205 cm,Scotland : 47% (7/15) Australia : 13% (2/15) New Zealand : 13% (2/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Tonga : 7% (1/15) England : 7% (1/15),Scotland : 48% (11/23) England : 13% (3/23) South Africa : 9% (2/23) Argentina : 9% (2/23) Australia : 9% (2/23) New Zealand : 9% (2/23) Tonga : 4% (1/23),Glasgow,878 kg (109.75 kg),27 ans,26 ans,201 cm,Ireland : 80% (12/15) Australia : 20% (3/15),Ireland : 83% (19/23) Australia : 13% (3/23) New Zealand : 4% (1/23),Connacht,Scotstoun Stadium,"Saturday, April 22, 2023",20:35,4,3,1,0,3,2,2,1,32_16_0_61,2_17_62,73,,29_75_5,30_76,24_67,5,29 - 27
922 kg (115.25 kg),30 ans,27 ans,199 cm,Ireland : 60% (9/15) South Africa : 13% (2/15) England : 13% (2/15) Scotland : 7% (1/15) New Zealand : 7% (1/15),Ireland : 65% (15/23) England : 13% (3/23) South Africa : 9% (2/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Ulster,887 kg (110.88 kg),27 ans,28 ans,201 cm,Ireland : 67% (10/15) Australia : 20% (3/15) New Zealand : 13% (2/15),Ireland : 70% (16/23) Australia : 17% (4/23) New Zealand : 13% (3/23),Connacht,Kingspan Stadium,"Friday, May 5, 2023",20:35,1,1,1,0,0,0,5,0,63,64,20,,,,24_33_40_44_74,,10 - 15
928 kg (116.00 kg),29 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,924 kg (115.50 kg),26 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,DHL Stadium,"Saturday, May 6, 2023",15:30,3,3,4,0,3,3,0,0,8_33_46,9_35_47,16_42_61_75,,38_57_80,58_81_39,,,33 - 21
904 kg (113.00 kg),25 ans,28 ans,203 cm,Ireland : 87% (13/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),Ireland : 87% (20/23) New Zealand : 9% (2/23) South Africa : 4% (1/23),Leinster,931 kg (116.38 kg),27 ans,26 ans,203 cm,South Africa : 87% (13/15) Congo : 7% (1/15) Australia : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Australia : 4% (1/23),Sharks,Aviva Stadium,"Saturday, May 6, 2023",18:00,5,5,0,0,1,0,0,0,20_50_13_23_74,14_22_24_51_75,,,6,,,,35 - 5
928 kg (116.00 kg),28 ans,28 ans,205 cm,Scotland : 60% (9/15) Australia : 13% (2/15) England : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15),Scotland : 48% (11/23) England : 13% (3/23) South Africa : 13% (3/23) Australia : 9% (2/23) New Zealand : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23),Glasgow,927 kg (115.88 kg),29 ans,26 ans,207 cm,Ireland : 67% (10/15) South Africa : 13% (2/15) Tonga : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 74% (17/23) South Africa : 9% (2/23) Tonga : 4% (1/23) France : 4% (1/23) England : 4% (1/23) United-States : 4% (1/23),Munster,Scotstoun Stadium,"Saturday, May 6, 2023",20:35,1,0,0,0,2,2,0,0,66,,,,22_27,23_28,,,5 - 14
931 kg (116.38 kg),27 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,887 kg (110.88 kg),27 ans,28 ans,201 cm,Ireland : 67% (10/15) Australia : 20% (3/15) New Zealand : 13% (2/15),Ireland : 70% (16/23) Australia : 17% (4/23) New Zealand : 13% (3/23),Connacht,DHL Stadium,"Saturday, May 13, 2023",16:00,6,5,1,0,4,1,1,0,27_32_79_15_76_64,16_28_33_65_81,24,,58_39_12_74,59,3,,43 - 25
919 kg (114.88 kg),27 ans,27 ans,203 cm,Ireland : 80% (12/15) Australia : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),Ireland : 87% (20/23) Australia : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Leinster,901 kg (112.63 kg),29 ans,27 ans,203 cm,Ireland : 80% (12/15) South Africa : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 83% (19/23) South Africa : 4% (1/23) France : 4% (1/23) England : 4% (1/23) United-States : 4% (1/23),Munster,Aviva Stadium,"Saturday, May 13, 2023",18:30,2,1,1,0,1,1,2,0,38_62,39,2,,45,46,11_24,,15 - 16
928 kg (116.00 kg),29 ans,28 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,901 kg (112.63 kg),29 ans,27 ans,203 cm,Ireland : 73% (11/15) South Africa : 7% (1/15) Tonga : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 74% (17/23) South Africa : 9% (2/23) Tonga : 4% (1/23) France : 4% (1/23) England : 4% (1/23) United-States : 4% (1/23),Munster,DHL Stadium,"Saturday, May 27, 2023",18:30,2,2,0,0,3,2,0,0,49_5,6_50,,,9_74_28,30_76,,,14 - 19
