Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
914 kg (114.25 kg),25 ans,26 ans,203 cm,France : 60% (9/15) Moldova : 7% (1/15) Australia : 7% (1/15) Samoa : 7% (1/15) Tonga : 7% (1/15) Fiji : 7% (1/15) Japan : 7% (1/15),France : 70% (16/23) Moldova : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23) Japan : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Clermont,945 kg (118.13 kg),25 ans,26 ans,198 cm,France : 53% (8/15) Fiji : 13% (2/15) Georgia : 7% (1/15) Colombia : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15) Ireland : 7% (1/15),France : 43% (10/23) Georgia : 17% (4/23) Fiji : 9% (2/23) Ireland : 9% (2/23) Colombia : 4% (1/23) South Africa : 4% (1/23) Samoa : 4% (1/23) England : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Brive," Date :  Saturday, April 2, 2022 Kick Off : 17:00 Venue : Parc des Sports Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,32_44_77_55_3,2,51_9,2,13_28,0,,5,4_33_45_56_78,0,,41 - 10
950 kg (118.75 kg),28 ans,28 ans,196 cm,France : 67% (10/15) New Zealand : 20% (3/15) Italy : 7% (1/15) Argentina : 7% (1/15),France : 57% (13/23) New Zealand : 13% (3/23) South Africa : 9% (2/23) Italy : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23) Australia : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bordeaux,949 kg (118.63 kg),30 ans,28 ans,203 cm,France : 47% (7/15) New Zealand : 33% (5/15) South Africa : 13% (2/15) Cameroon : 7% (1/15),France : 48% (11/23) New Zealand : 22% (5/23) South Africa : 9% (2/23) Argentina : 9% (2/23) Cameroon : 4% (1/23) Georgia : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 23 (57%)  PRO NON-JIFF PLAYER : 10 / 23 (43 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle," Date :  Saturday, April 2, 2022 Kick Off : 21:05 Venue : Jacques Chaban-Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,2,30_17,5,4_13_24_34_76,2,50_80,0,,0,,15 - 16
883 kg (110.38 kg),27 ans,28 ans,197 cm,France : 73% (11/15) Portugal : 7% (1/15) Australia : 7% (1/15) Scotland : 7% (1/15) Argentina : 7% (1/15),France : 70% (16/23) Portugal : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23) Namibia : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92,914 kg (114.25 kg),26 ans,26 ans,199 cm,France : 67% (10/15) Australia : 7% (1/15) Georgia : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 70% (16/23) South Africa : 9% (2/23) Australia : 4% (1/23) Georgia : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris," Date :  Sunday, April 3, 2022 Kick Off : 21:05 Venue : Paris La Défense Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",7,5_54_67_71_35_43_60,2,15_62,2,13_52,2,4_9,6,6_44_54_61_69_72,2,16_64,53 - 20
914 kg (114.25 kg),26 ans,29 ans,198 cm,France : 53% (8/15) Fiji : 20% (3/15) Australia : 13% (2/15) New Zealand : 7% (1/15) Argentina : 7% (1/15),France : 57% (13/23) Fiji : 13% (3/23) Australia : 9% (2/23) New Zealand : 4% (1/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Uruguay : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,897 kg (112.13 kg),27 ans,27 ans,203 cm,France : 87% (13/15) Samoa : 7% (1/15) Spain : 7% (1/15),France : 83% (19/23) Samoa : 4% (1/23) Spain : 4% (1/23) Ireland : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 15 (93 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 21 / 23 (91%)  PRO NON-JIFF PLAYER : 2 / 23 (9 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont," Date :  Saturday, April 23, 2022 Kick Off : 14:15 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,0,,4,19_24_65_80,0,,0,,0,,12 - 0
923 kg (115.38 kg),27 ans,26 ans,202 cm,France : 53% (8/15) South Africa : 13% (2/15) Argentina : 13% (2/15) Australia : 7% (1/15) Fiji : 7% (1/15) Tonga : 7% (1/15),France : 61% (14/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Australia : 4% (1/23) Fiji : 4% (1/23) Tonga : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris,893 kg (111.63 kg),28 ans,26 ans,197 cm,France : 53% (8/15) Fiji : 20% (3/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) Georgia : 7% (1/15) Samoa : 7% (1/15),France : 48% (11/23) Fiji : 13% (3/23) Australia : 9% (2/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23) Samoa : 4% (1/23) Argentina : 4% (1/23) Germany : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, April 23, 2022 Kick Off : 14:15 Venue : Stade Jean Bouin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,16_6_61,2,68_72,2,55_75,2,21_57,0,,1,73,21 - 18
933 kg (116.63 kg),27 ans,26 ans,198 cm,France : 40% (6/15) Fiji : 20% (3/15) Georgia : 13% (2/15) Colombia : 7% (1/15) Samoa : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),France : 39% (9/23) Fiji : 17% (4/23) Georgia : 13% (3/23) Ireland : 9% (2/23) South Africa : 9% (2/23) Colombia : 4% (1/23) Samoa : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Brive,923 kg (115.38 kg),29 ans,27 ans,200 cm,France : 73% (11/15) Fiji : 13% (2/15) Samoa : 7% (1/15) New Zealand : 7% (1/15),France : 65% (15/23) Fiji : 13% (3/23) Georgia : 9% (2/23) Samoa : 4% (1/23) New Zealand : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon," Date :  Saturday, April 23, 2022 Kick Off : 17:15 Venue : Stadium Municipal Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,14_68,1,43,1,18,7,14_20_22_32_36_49_80,2,13_69,1,44,17 - 31
934 kg (116.75 kg),28 ans,27 ans,203 cm,France : 53% (8/15) Argentina : 13% (2/15) South Africa : 13% (2/15) New Zealand : 7% (1/15) Spain : 7% (1/15) Fiji : 7% (1/15),France : 57% (13/23) Argentina : 13% (3/23) South Africa : 9% (2/23) Fiji : 9% (2/23) New Zealand : 4% (1/23) Spain : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle,905 kg (113.13 kg),28 ans,29 ans,205 cm,France : 60% (9/15) Argentina : 13% (2/15) Moldova : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15),France : 57% (13/23) Argentina : 9% (2/23) Samoa : 9% (2/23) Moldova : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23) Cook Islands : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Perpignan," Date :  Saturday, April 23, 2022 Kick Off : 17:15 Venue : Stade Marcel Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,40_70_42_12,2,14_44,2,26_63,2,28_60,3,13_40_72,0,,32 - 16
897 kg (112.13 kg),26 ans,27 ans,200 cm,France : 73% (11/15) Fiji : 13% (2/15) Portugal : 7% (1/15) Namibia : 7% (1/15),France : 70% (16/23) Fiji : 9% (2/23) Australia : 9% (2/23) Portugal : 4% (1/23) Namibia : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92,885 kg (110.63 kg),27 ans,29 ans,195 cm,France : 67% (10/15) Fiji : 13% (2/15) New Zealand : 13% (2/15) Ireland : 7% (1/15),France : 61% (14/23) Fiji : 9% (2/23) New Zealand : 9% (2/23) Georgia : 9% (2/23) England : 9% (2/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Biarritz," Date :  Saturday, April 23, 2022 Kick Off : 17:15 Venue : Paris La Défense Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,53_45_69_58_71,1,18,3,6_27_42,0,,3,46_59_72,1,19,40 - 7
939 kg (117.38 kg),29 ans,26 ans,203 cm,France : 60% (9/15) South Africa : 13% (2/15) Georgia : 7% (1/15) Italy : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 70% (16/23) South Africa : 9% (2/23) Georgia : 4% (1/23) Italy : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,968 kg (121.00 kg),26 ans,27 ans,208 cm,France : 67% (10/15) Australia : 13% (2/15) United-States : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15),France : 70% (16/23) Australia : 9% (2/23) Samoa : 9% (2/23) United-States : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse," Date :  Saturday, April 23, 2022 Kick Off : 21:05 Venue : Orange Vélodrome Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,73,0,,4,18_32_59_66,4,7_16_35_77,1,73,0,,19 - 15
920 kg (115.00 kg),27 ans,28 ans,203 cm,France : 73% (11/15) New Zealand : 7% (1/15) United-States : 7% (1/15) England : 7% (1/15) Italy : 7% (1/15),France : 74% (17/23) South Africa : 9% (2/23) New Zealand : 4% (1/23) United-States : 4% (1/23) England : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 2 / 23 (9 %),Montpellier,926 kg (115.75 kg),29 ans,26 ans,202 cm,France : 73% (11/15) Australia : 13% (2/15) Moldova : 7% (1/15) New Zealand : 7% (1/15),France : 78% (18/23) Australia : 9% (2/23) Moldova : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux," Date :  Sunday, April 24, 2022 Kick Off : 21:05 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,75,1,5,5,4_46_57_64_69,6,16_27_35_52_74_80,1,75,0,,22 - 23
942 kg (117.75 kg),27 ans,27 ans,200 cm,France : 67% (10/15) Georgia : 13% (2/15) England : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 70% (16/23) Georgia : 9% (2/23) Fiji : 9% (2/23) England : 4% (1/23) New Zealand : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon,936 kg (117.00 kg),27 ans,27 ans,203 cm,France : 73% (11/15) South Africa : 13% (2/15) United-States : 7% (1/15) Italy : 7% (1/15),France : 74% (17/23) South Africa : 9% (2/23) England : 9% (2/23) United-States : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Montpellier," Date :  Saturday, April 30, 2022 Kick Off : 15:00 Venue : Matmut Stadium Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,56_22_4_60_66,2,32_79,4,20_28_40_51,2,44_17,3,23_57_62,2,33_80,43 - 20
882 kg (110.25 kg),27 ans,29 ans,198 cm,France : 53% (8/15) Fiji : 20% (3/15) Canada : 7% (1/15) Ireland : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15),France : 52% (12/23) Fiji : 13% (3/23) England : 9% (2/23) Georgia : 9% (2/23) Canada : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Biarritz,939 kg (117.38 kg),28 ans,29 ans,198 cm,France : 47% (7/15) Australia : 13% (2/15) Fiji : 13% (2/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) Uruguay : 7% (1/15) Argentina : 7% (1/15),France : 52% (12/23) Fiji : 13% (3/23) Australia : 9% (2/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Uruguay : 4% (1/23) Argentina : 4% (1/23) South Africa : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres," Date :  Saturday, April 30, 2022 Kick Off : 17:00 Venue : Parc des Sports d'Aguilera Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,52,7,77_26_79_14_46_31_73,2,4_12,1,9,1,54,5,15_27_48_75_78,13 - 48
905 kg (113.13 kg),30 ans,28 ans,205 cm,France : 40% (6/15) Samoa : 20% (3/15) Argentina : 13% (2/15) Tonga : 7% (1/15) Moldova : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15),France : 52% (12/23) Samoa : 13% (3/23) Argentina : 9% (2/23) Tonga : 4% (1/23) Moldova : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Cook Islands : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan,949 kg (118.63 kg),28 ans,26 ans,198 cm,France : 33% (5/15) Fiji : 20% (3/15) Ireland : 13% (2/15) Georgia : 13% (2/15) South Africa : 13% (2/15) Samoa : 7% (1/15),France : 43% (10/23) Fiji : 17% (4/23) Georgia : 13% (3/23) Ireland : 9% (2/23) South Africa : 9% (2/23) Samoa : 4% (1/23) Colombia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Brive," Date :  Saturday, April 30, 2022 Kick Off : 17:00 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,30_47_14,1,4,2,27_51,1,28,3,15_30_48,1,5,27 - 10
897 kg (112.13 kg),26 ans,27 ans,202 cm,France : 40% (6/15) Australia : 13% (2/15) Fiji : 13% (2/15) Georgia : 7% (1/15) Germany : 7% (1/15) England : 7% (1/15) Italy : 7% (1/15) Ireland : 7% (1/15),France : 48% (11/23) Australia : 9% (2/23) Fiji : 9% (2/23) Georgia : 4% (1/23) Germany : 4% (1/23) England : 4% (1/23) Italy : 4% (1/23) Ireland : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,908 kg (113.50 kg),26 ans,28 ans,202 cm,France : 60% (9/15) South Africa : 13% (2/15) Georgia : 7% (1/15) Scotland : 7% (1/15) Argentina : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Georgia : 4% (1/23) Scotland : 4% (1/23) Argentina : 4% (1/23) Namibia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92," Date :  Saturday, April 30, 2022 Kick Off : 17:00 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,1_27,5,32_40_61_69_78,3,20_7_47,3,9_14_67,1,28,4,32_40_62_70,21 - 42
907 kg (113.38 kg),26 ans,28 ans,203 cm,France : 87% (13/15) South Africa : 7% (1/15) Spain : 7% (1/15),France : 87% (20/23) South Africa : 4% (1/23) Spain : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 15 (100 %)  PRO NON-JIFF PLAYER : 0 / 15 (0 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 22 / 23 (96%)  PRO NON-JIFF PLAYER : 1 / 23 (4 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont,922 kg (115.25 kg),27 ans,26 ans,199 cm,France : 47% (7/15) South Africa : 13% (2/15) Argentina : 13% (2/15) Fiji : 13% (2/15) Australia : 7% (1/15) Samoa : 7% (1/15),France : 52% (12/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Fiji : 9% (2/23) Georgia : 9% (2/23) Australia : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris," Date :  Saturday, April 30, 2022 Kick Off : 17:00 Venue : Parc des Sports Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,39_13_29_76,4,34_68_46_50,1,23,0,,3,14_30_77,3,47_51_69,29 - 26
