Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
929 kg (116.13 kg),29 ans,26 ans,200 cm,England : 53% (8/15) Ireland : 13% (2/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) Tonga : 7% (1/15),England : 57% (13/23) South Africa : 13% (3/23) Ireland : 9% (2/23) Wales : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23),Leicester,917 kg (114.63 kg),27 ans,26 ans,196 cm,England : 53% (8/15) Wales : 20% (3/15) Argentina : 13% (2/15) Russia : 7% (1/15) South Africa : 7% (1/15),England : 61% (14/23) Wales : 13% (3/23) Argentina : 9% (2/23) Russia : 4% (1/23) South Africa : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23),Gloucester," Date :  Friday, March 22, 2024 Kick Off : 20:45 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,39_54_71_42,2,28_77,1,21,2,33_47,1,72,3,29_36_78,25 - 27
942 kg (117.75 kg),27 ans,24 ans,197 cm,England : 60% (9/15) Wales : 13% (2/15) Australia : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) South Africa : 9% (2/23) Wales : 9% (2/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23),Exeter,927 kg (115.88 kg),27 ans,27 ans,203 cm,England : 80% (12/15) South Africa : 13% (2/15) Argentina : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Ireland : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23),Newcastle," Date :  Saturday, March 23, 2024 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,31_38_11_23,1,0,1,74,3,14_35_51,1,39,1,2,25 - 16
922 kg (115.25 kg),27 ans,29 ans,198 cm,England : 53% (8/15) New Zealand : 13% (2/15) Argentina : 13% (2/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 61% (14/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Italy : 4% (1/23),Saracens,917 kg (114.63 kg),29 ans,26 ans,201 cm,England : 73% (11/15) South Africa : 20% (3/15) Australia : 7% (1/15),England : 74% (17/23) South Africa : 17% (4/23) Australia : 4% (1/23) Wales : 4% (1/23),Harlequins," Date :  Saturday, March 23, 2024 Kick Off : 16:05 Venue : Tottenham Hotspur Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",7,14_43_67_2_61_17_26,1,50,0,,0,,6,3_15_44_61_68_72,1,51,52 - 7
937 kg (117.13 kg),28 ans,27 ans,198 cm,England : 67% (10/15) South Africa : 13% (2/15) Scotland : 13% (2/15) Fiji : 7% (1/15),England : 57% (13/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Bath,912 kg (114.00 kg),27 ans,27 ans,201 cm,England : 53% (8/15) South Africa : 27% (4/15) Scotland : 13% (2/15) Samoa : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Samoa : 4% (1/23),Sale," Date :  Sunday, March 24, 2024 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,70_75_22_52_3,3,57_17_42,2,46_63,1,10,4,5_23_53_71,3,19_44_58,42 - 24
919 kg (114.88 kg),29 ans,26 ans,203 cm,England : 67% (10/15) South Africa : 20% (3/15) Wales : 7% (1/15) Scotland : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Wales : 4% (1/23) Ireland : 4% (1/23) Argentina : 4% (1/23),Newcastle,938 kg (117.25 kg),29 ans,26 ans,197 cm,England : 40% (6/15) South Africa : 27% (4/15) Ireland : 7% (1/15) Argentina : 7% (1/15) Wales : 7% (1/15) Tonga : 7% (1/15) Scotland : 7% (1/15),England : 57% (13/23) South Africa : 17% (4/23) Ireland : 4% (1/23) Argentina : 4% (1/23) Wales : 4% (1/23) Tonga : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23),Leicester," Date :  Friday, March 29, 2024 Kick Off : 20:45 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,17,3,32_4_65,2,1_63,0,,1,18,2,4_66,13 - 19
939 kg (117.38 kg),27 ans,26 ans,207 cm,England : 80% (12/15) South Africa : 13% (2/15) Australia : 7% (1/15),England : 78% (18/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Australia : 4% (1/23),Northampton,939 kg (117.38 kg),28 ans,28 ans,201 cm,England : 47% (7/15) New Zealand : 13% (2/15) Argentina : 13% (2/15) Italy : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 61% (14/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) Italy : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23),Saracens," Date :  Friday, March 29, 2024 Kick Off : 20:45 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,4_68_61_10_45,4,18_79_80_54,2,17_51,2,24_43,5,5_11_45_61_69,2,19_55,41 - 30
900 kg (112.50 kg),28 ans,27 ans,196 cm,England : 53% (8/15) Wales : 20% (3/15) Ireland : 7% (1/15) Russia : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15),England : 57% (13/23) Wales : 13% (3/23) Ireland : 9% (2/23) Russia : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23) Fiji : 4% (1/23),Gloucester,913 kg (114.13 kg),28 ans,28 ans,200 cm,England : 73% (11/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) Ireland : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Bristol," Date :  Saturday, March 30, 2024 Kick Off : 16:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,22_18_10,5,24_13_36_66_74,1,33,0,,3,12_19_23,4,14_25_67_75,24 - 33
920 kg (115.00 kg),27 ans,27 ans,201 cm,England : 67% (10/15) South Africa : 20% (3/15) Wales : 7% (1/15) Australia : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) Wales : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23),Harlequins,928 kg (116.00 kg),28 ans,28 ans,201 cm,England : 73% (11/15) South Africa : 20% (3/15) Scotland : 7% (1/15),England : 70% (16/23) South Africa : 22% (5/23) Scotland : 4% (1/23) Ireland : 4% (1/23),Bath," Date :  Saturday, March 30, 2024 Kick Off : 16:05 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,38_29_13_2_48_23,4,51_71_75_67,0,,1,11,5,3_14_25_40_49,4,64_67_71_76,40 - 36
913 kg (114.13 kg),27 ans,27 ans,201 cm,England : 53% (8/15) South Africa : 27% (4/15) Scotland : 13% (2/15) Samoa : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Samoa : 4% (1/23),Sale,920 kg (115.00 kg),25 ans,25 ans,201 cm,England : 67% (10/15) Wales : 13% (2/15) Australia : 7% (1/15) Congo : 7% (1/15) South Africa : 7% (1/15),England : 74% (17/23) Wales : 9% (2/23) Australia : 4% (1/23) Congo : 4% (1/23) South Africa : 4% (1/23) Ireland : 4% (1/23),Exeter," Date :  Sunday, March 31, 2024 Kick Off : 16:00 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,26_39_9_40_58_54,1,48,1,21,0,,4,10_27_42_59,0,,41 - 5
913 kg (114.13 kg),27 ans,28 ans,198 cm,England : 60% (9/15) Argentina : 13% (2/15) New Zealand : 7% (1/15) Italy : 7% (1/15) Samoa : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) Australia : 9% (2/23) Italy : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23) Fiji : 4% (1/23),Saracens,910 kg (113.75 kg),27 ans,23 ans,201 cm,England : 67% (10/15) Argentina : 13% (2/15) Fiji : 7% (1/15) Ireland : 7% (1/15) Wales : 7% (1/15),England : 78% (18/23) Argentina : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Gloucester," Date :  Saturday, April 20, 2024 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,41_56_7_12_20_65,4,59_70_72_81,1,31,0,,4,8_13_62_67,2,73_82,46 - 24
939 kg (117.38 kg),28 ans,25 ans,207 cm,England : 80% (12/15) Fiji : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15),England : 83% (19/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23),Northampton,916 kg (114.50 kg),28 ans,28 ans,200 cm,England : 53% (8/15) Ireland : 13% (2/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) Tonga : 7% (1/15),England : 52% (12/23) South Africa : 17% (4/23) Ireland : 9% (2/23) Wales : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23),Leicester," Date :  Saturday, April 20, 2024 Kick Off : 16:05 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,42_66_63_72,2,10_55,2,13_32,1,15,2,64_67,2,11_56,40 - 17
934 kg (116.75 kg),27 ans,25 ans,201 cm,England : 67% (10/15) Wales : 13% (2/15) Australia : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),England : 70% (16/23) Wales : 9% (2/23) Australia : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) Ireland : 4% (1/23) Congo : 4% (1/23),Exeter,933 kg (116.63 kg),28 ans,27 ans,198 cm,England : 87% (13/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Bath," Date :  Saturday, April 20, 2024 Kick Off : 18:30 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,45_70,3,27_39_47,0,,0,,2,46_71,3,28_40_53,14 - 26
904 kg (113.00 kg),26 ans,28 ans,201 cm,England : 60% (9/15) South Africa : 20% (3/15) Scotland : 13% (2/15) Samoa : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) Scotland : 9% (2/23) Samoa : 4% (1/23),Sale,921 kg (115.13 kg),27 ans,27 ans,201 cm,England : 60% (9/15) South Africa : 27% (4/15) Wales : 7% (1/15) Australia : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Wales : 9% (2/23) Australia : 4% (1/23),Harlequins," Date :  Sunday, April 21, 2024 Kick Off : 16:00 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,2_6_41_63_57,4,48_56_23_34,2,15_43,0,,3,3_43_59,3,49_57_79,37 - 31
904 kg (113.00 kg),27 ans,29 ans,195 cm,England : 67% (10/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) Ireland : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Bristol,927 kg (115.88 kg),30 ans,26 ans,203 cm,England : 73% (11/15) South Africa : 20% (3/15) Wales : 7% (1/15),England : 70% (16/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Wales : 4% (1/23) Ireland : 4% (1/23),Newcastle," Date :  Sunday, April 21, 2024 Kick Off : 16:00 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",13,36_5_14_48_26_38_73_1_8_69_59_75_78,2,64_11,0,,0,,10,2_6_9_27_37_40_49_60_74_77,2,12_65,85 - 14
945 kg (118.13 kg),28 ans,27 ans,198 cm,England : 80% (12/15) Ireland : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 61% (14/23) South Africa : 22% (5/23) Ireland : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23),Bath,927 kg (115.88 kg),28 ans,28 ans,201 cm,England : 73% (11/15) Argentina : 13% (2/15) Fiji : 7% (1/15) Wales : 7% (1/15),England : 65% (15/23) Argentina : 9% (2/23) Fiji : 4% (1/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23),Saracens," Date :  Friday, April 26, 2024 Kick Off : 20:45 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,55_62,2,11_41,0,,1,77,1,64,1,42,12 - 15
927 kg (115.88 kg),28 ans,28 ans,200 cm,England : 47% (7/15) South Africa : 20% (3/15) Ireland : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) Scotland : 7% (1/15),England : 52% (12/23) South Africa : 17% (4/23) Ireland : 9% (2/23) Wales : 9% (2/23) Argentina : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23),Leicester,913 kg (114.13 kg),28 ans,30 ans,200 cm,England : 67% (10/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) Ireland : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Bristol," Date :  Saturday, April 27, 2024 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,17_48_63,3,79_68_74,0,,0,,2,18_63,3,75_80_69,19 - 21
922 kg (115.25 kg),27 ans,27 ans,201 cm,England : 67% (10/15) South Africa : 27% (4/15) Australia : 7% (1/15),England : 70% (16/23) South Africa : 22% (5/23) Australia : 4% (1/23) Wales : 4% (1/23),Harlequins,923 kg (115.38 kg),28 ans,25 ans,201 cm,England : 80% (12/15) Fiji : 13% (2/15) Australia : 7% (1/15),England : 74% (17/23) Fiji : 9% (2/23) Australia : 9% (2/23) Scotland : 4% (1/23) South Africa : 4% (1/23),Northampton," Date :  Saturday, April 27, 2024 Kick Off : 16:05 Venue : Twickenham Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,33_45_1_26_67_73,4,76_19_62_49,1,79,2,22_29,4,27_34_47_74,3,20_50_63,41 - 32
913 kg (114.13 kg),27 ans,26 ans,201 cm,England : 73% (11/15) Wales : 13% (2/15) Russia : 7% (1/15) South Africa : 7% (1/15),England : 70% (16/23) Wales : 9% (2/23) Argentina : 9% (2/23) Russia : 4% (1/23) South Africa : 4% (1/23) Ireland : 4% (1/23),Gloucester,929 kg (116.13 kg),27 ans,24 ans,203 cm,England : 47% (7/15) Wales : 27% (4/15) Australia : 7% (1/15) Ireland : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),England : 52% (12/23) Wales : 17% (4/23) Ireland : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Congo : 4% (1/23),Exeter," Date :  Sunday, April 28, 2024 Kick Off : 16:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,49_40_28,5,13_59_35_47_17,0,,1,5,1,50,5,15_18_37_48_60,17 - 38
911 kg (113.88 kg),29 ans,26 ans,203 cm,England : 67% (10/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Wales : 7% (1/15),England : 70% (16/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Wales : 4% (1/23) Ireland : 4% (1/23),Newcastle,904 kg (113.00 kg),26 ans,28 ans,201 cm,England : 67% (10/15) South Africa : 20% (3/15) Scotland : 7% (1/15) Samoa : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) Scotland : 9% (2/23) Samoa : 4% (1/23),Sale," Date :  Sunday, April 28, 2024 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,34_52,5,57_26_76_71_29,0,,0,,2,35_53,5,28_30_58_72_77,14 - 35
888 kg (111.00 kg),26 ans,28 ans,201 cm,England : 53% (8/15) South Africa : 27% (4/15) Scotland : 13% (2/15) Samoa : 7% (1/15),England : 57% (13/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Samoa : 4% (1/23) Argentina : 4% (1/23) Tonga : 4% (1/23),Sale,943 kg (117.88 kg),29 ans,25 ans,198 cm,England : 53% (8/15) South Africa : 27% (4/15) Wales : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15),England : 52% (12/23) South Africa : 17% (4/23) Wales : 9% (2/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23) Tonga : 4% (1/23),Leicester," Date :  Friday, May 10, 2024 Kick Off : 20:45 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,13_8_43_34,3,4_74_17,1,57,1,39,4,10_14_35_44,2,18_75,31 - 22
920 kg (115.00 kg),28 ans,26 ans,203 cm,England : 67% (10/15) Argentina : 13% (2/15) South Africa : 7% (1/15) Wales : 7% (1/15) Scotland : 7% (1/15),England : 70% (16/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Wales : 4% (1/23) Scotland : 4% (1/23) Ireland : 4% (1/23),Newcastle,937 kg (117.13 kg),28 ans,28 ans,198 cm,England : 67% (10/15) South Africa : 13% (2/15) Scotland : 13% (2/15) Fiji : 7% (1/15),England : 61% (14/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23),Bath," Date :  Friday, May 10, 2024 Kick Off : 20:45 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,30_42_63,4,4_13_26_38,0,,0,,1,64,4,4_13_28_39,17 - 28
932 kg (116.50 kg),29 ans,26 ans,207 cm,England : 87% (13/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 78% (18/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Australia : 4% (1/23),Northampton,909 kg (113.63 kg),26 ans,23 ans,201 cm,England : 67% (10/15) Argentina : 13% (2/15) Wales : 13% (2/15) Fiji : 7% (1/15),England : 74% (17/23) Wales : 13% (3/23) Argentina : 9% (2/23) Fiji : 4% (1/23),Gloucester," Date :  Saturday, May 11, 2024 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",14,46_26_34_61_38_20_55_65_11_0_49_77_52_69,0,,0,,0,,10,1_12_21_35_39_46_50_53_57_66,0,,90 - 0
913 kg (114.13 kg),28 ans,29 ans,200 cm,England : 67% (10/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) Ireland : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Bristol,930 kg (116.25 kg),27 ans,29 ans,196 cm,England : 67% (10/15) Argentina : 13% (2/15) New Zealand : 7% (1/15) Italy : 7% (1/15) South Africa : 7% (1/15),England : 57% (13/23) Argentina : 9% (2/23) Australia : 9% (2/23) New Zealand : 4% (1/23) Italy : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23),Saracens," Date :  Saturday, May 11, 2024 Kick Off : 16:05 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,4_52,4,23_31_65_61,2,10_21,5,13_27_36_48_56,2,5_53,3,24_32_67,20 - 41
929 kg (116.13 kg),27 ans,24 ans,203 cm,England : 47% (7/15) Wales : 27% (4/15) Australia : 7% (1/15) Ireland : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),England : 52% (12/23) Wales : 17% (4/23) Ireland : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Congo : 4% (1/23),Exeter,926 kg (115.75 kg),29 ans,26 ans,201 cm,England : 73% (11/15) South Africa : 20% (3/15) Australia : 7% (1/15),England : 74% (17/23) South Africa : 13% (3/23) Wales : 9% (2/23) Australia : 4% (1/23),Harlequins," Date :  Saturday, May 11, 2024 Kick Off : 18:30 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",7,76_41_70_18_31_64_40,4,35_1_78_26,3,56_59_62,0,,7,78_20_32_42_42_66_72,3,2_27_36,58 - 26
926 kg (115.75 kg),28 ans,29 ans,196 cm,England : 73% (11/15) Argentina : 13% (2/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),England : 61% (14/23) Argentina : 9% (2/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Italy : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23),Saracens,896 kg (112.00 kg),26 ans,27 ans,201 cm,England : 53% (8/15) South Africa : 27% (4/15) Scotland : 13% (2/15) Samoa : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Samoa : 4% (1/23),Sale," Date :  Saturday, May 18, 2024 Kick Off : 16:05 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,65,2,50_22,1,25,2,39_46,1,66,2,23_51,10 - 20
930 kg (116.25 kg),29 ans,28 ans,198 cm,England : 47% (7/15) South Africa : 27% (4/15) Argentina : 7% (1/15) Wales : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15),England : 52% (12/23) South Africa : 17% (4/23) Wales : 9% (2/23) Ireland : 9% (2/23) Argentina : 4% (1/23) Scotland : 4% (1/23) Tonga : 4% (1/23),Leicester,919 kg (114.88 kg),25 ans,24 ans,203 cm,England : 47% (7/15) Wales : 27% (4/15) Australia : 7% (1/15) Ireland : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),England : 52% (12/23) Wales : 17% (4/23) Ireland : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Congo : 4% (1/23),Exeter," Date :  Saturday, May 18, 2024 Kick Off : 16:05 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,42_25_20_52,3,7_56_67,4,15_30_76_81,1,38,4,21_26_43_53,2,9_68,40 - 22
922 kg (115.25 kg),28 ans,26 ans,201 cm,England : 67% (10/15) South Africa : 27% (4/15) Australia : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Wales : 9% (2/23) Australia : 4% (1/23),Harlequins,904 kg (113.00 kg),28 ans,28 ans,200 cm,England : 73% (11/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) Wales : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Ireland : 4% (1/23),Bristol," Date :  Saturday, May 18, 2024 Kick Off : 16:05 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,8_51_21_46,7,14_42_24_0_70_75_62,0,,2,57_67,4,9_22_47_52,6,1_14_25_64_71_76,28 - 53
897 kg (112.13 kg),28 ans,26 ans,196 cm,England : 73% (11/15) Russia : 7% (1/15) South Africa : 7% (1/15) Ireland : 7% (1/15) Wales : 7% (1/15),England : 65% (15/23) Wales : 9% (2/23) Argentina : 9% (2/23) Russia : 4% (1/23) South Africa : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23),Gloucester,916 kg (114.50 kg),27 ans,26 ans,196 cm,England : 73% (11/15) Argentina : 13% (2/15) Wales : 7% (1/15) Scotland : 7% (1/15),England : 74% (17/23) Argentina : 9% (2/23) Wales : 4% (1/23) Scotland : 4% (1/23) Ireland : 4% (1/23) South Africa : 4% (1/23),Newcastle," Date :  Saturday, May 18, 2024 Kick Off : 16:05 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",8,41_10_20_31_18_48_80_72,2,23_37,0,,0,,7,11_19_21_42_49_81_73,2,24_38,54 - 14
927 kg (115.88 kg),29 ans,28 ans,198 cm,England : 67% (10/15) South Africa : 13% (2/15) Scotland : 13% (2/15) Fiji : 7% (1/15),England : 65% (15/23) South Africa : 17% (4/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23),Bath,915 kg (114.38 kg),27 ans,25 ans,201 cm,England : 67% (10/15) Fiji : 13% (2/15) Australia : 13% (2/15) South Africa : 7% (1/15),England : 70% (16/23) Australia : 13% (3/23) Fiji : 9% (2/23) South Africa : 4% (1/23) Scotland : 4% (1/23),Northampton," Date :  Saturday, May 18, 2024 Kick Off : 16:05 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,42_7_52_14_63_61,2,78_42,1,26,0,,5,62_8_15_43_54,1,79,43 - 12
939 kg (117.38 kg),28 ans,26 ans,207 cm,England : 87% (13/15) South Africa : 13% (2/15),England : 83% (19/23) South Africa : 9% (2/23) Fiji : 9% (2/23),Northampton,938 kg (117.25 kg),28 ans,28 ans,201 cm,England : 60% (9/15) Argentina : 13% (2/15) New Zealand : 7% (1/15) Italy : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 57% (13/23) Argentina : 9% (2/23) Australia : 9% (2/23) New Zealand : 4% (1/23) Italy : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23),Saracens," Date :  Friday, May 31, 2024 Kick Off : 20:45 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : Semi-finals  All times shown are french time,refresh to see your local time. ",1,19,2,78_54,5,28_31_40_62_70,2,5_16,1,20,2,55_78,22 - 20
