Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
908 kg (113.50 kg),26 ans,27 ans,201 cm,England : 60% (9/15) South Africa : 27% (4/15) Scotland : 7% (1/15) Canada : 7% (1/15),England : 57% (13/23) South Africa : 30% (7/23) Scotland : 9% (2/23) Canada : 4% (1/23),Sale,944 kg (118.00 kg),29 ans,24 ans,204 cm,England : 47% (7/15) Argentina : 13% (2/15) Zimbabwe : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15) Samoa : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 43% (10/23) Argentina : 13% (3/23) Ireland : 9% (2/23) Scotland : 9% (2/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23) South Africa : 4% (1/23) Italy : 4% (1/23),London Irish," Date :  Friday, October 14, 2022 Kick Off : 20:45 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,77_11_42_54_36,2,38_49,2,25_67,0,,3,12_43_55,2,40_51,37 - 14
953 kg (119.13 kg),26 ans,27 ans,198 cm,England : 60% (9/15) Fiji : 7% (1/15) Tonga : 7% (1/15) Italy : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Tonga : 4% (1/23) Italy : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23),Saracens,925 kg (115.63 kg),29 ans,25 ans,201 cm,England : 67% (10/15) South Africa : 20% (3/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 61% (14/23) South Africa : 17% (4/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Bath," Date :  Saturday, October 15, 2022 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,55_50_41_2,3,45_7_72,3,17_34_42,1,16,4,3_42_51_57,4,8_46_61_73,37 - 31
931 kg (116.38 kg),27 ans,25 ans,207 cm,England : 80% (12/15) South Africa : 13% (2/15) Fiji : 7% (1/15),England : 74% (17/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23) New Zealand : 4% (1/23),Northampton,927 kg (115.88 kg),27 ans,27 ans,203 cm,England : 67% (10/15) Ireland : 13% (2/15) South Africa : 13% (2/15) Argentina : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Ireland : 9% (2/23) Argentina : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23),Newcastle," Date :  Saturday, October 15, 2022 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,11_48_4_53_42,4,60_31_43_64,1,24,0,,2,42_49,3,32_44_70,32 - 31
908 kg (113.50 kg),29 ans,26 ans,198 cm,England : 40% (6/15) Georgia : 13% (2/15) Argentina : 13% (2/15) Australia : 13% (2/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 48% (11/23) Argentina : 13% (3/23) Georgia : 9% (2/23) Australia : 9% (2/23) Wales : 9% (2/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23),Gloucester,915 kg (114.38 kg),27 ans,28 ans,201 cm,England : 67% (10/15) New Zealand : 13% (2/15) Wales : 13% (2/15) Australia : 7% (1/15),England : 70% (16/23) Wales : 13% (3/23) New Zealand : 9% (2/23) Australia : 4% (1/23) Ireland : 4% (1/23),Bristol," Date :  Saturday, October 15, 2022 Kick Off : 16:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,31_60_38_10,4,43_24_35_55,1,76,0,,4,11_32_39_61,4,25_35_43_56,31 - 28
882 kg (110.25 kg),26 ans,26 ans,200 cm,England : 73% (11/15) South Africa : 27% (4/15),England : 65% (15/23) South Africa : 22% (5/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23),Harlequins,930 kg (116.25 kg),29 ans,29 ans,197 cm,England : 60% (9/15) South Africa : 13% (2/15) Ireland : 7% (1/15) Argentina : 7% (1/15) Wales : 7% (1/15) Scotland : 7% (1/15),England : 52% (12/23) South Africa : 13% (3/23) Wales : 9% (2/23) Scotland : 9% (2/23) Ireland : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),Leicester," Date :  Sunday, October 16, 2022 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,81_67_78,4,32_7_52_75,0,,1,72,2,68_82,2,33_76,19 - 27
932 kg (116.50 kg),29 ans,24 ans,204 cm,England : 33% (5/15) Argentina : 20% (3/15) Italy : 7% (1/15) Zimbabwe : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15) Samoa : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 48% (11/23) Argentina : 13% (3/23) Ireland : 9% (2/23) Italy : 4% (1/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23),London Irish,911 kg (113.88 kg),29 ans,25 ans,198 cm,England : 40% (6/15) Argentina : 20% (3/15) Georgia : 13% (2/15) Australia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 52% (12/23) Argentina : 13% (3/23) Georgia : 9% (2/23) Wales : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23),Gloucester," Date :  Friday, October 21, 2022 Kick Off : 20:45 Venue : Gtech Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,1_26,3,20_52_29,3,14_33_48,0,,1,3,2,30_53,21 - 22
914 kg (114.25 kg),30 ans,25 ans,201 cm,England : 60% (9/15) South Africa : 20% (3/15) Namibia : 7% (1/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Namibia : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Bath,940 kg (117.50 kg),27 ans,24 ans,207 cm,England : 67% (10/15) South Africa : 13% (2/15) Fiji : 7% (1/15) Samoa : 7% (1/15) New Zealand : 7% (1/15),England : 74% (17/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Samoa : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),Northampton," Date :  Saturday, October 22, 2022 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,36_19_66,2,52_70,2,65_73,0,,3,20_37_68,2,53_71,27 - 14
960 kg (120.00 kg),27 ans,27 ans,200 cm,England : 47% (7/15) South Africa : 13% (2/15) Scotland : 13% (2/15) Australia : 7% (1/15) Zimbabwe : 7% (1/15) Congo : 7% (1/15) Ireland : 7% (1/15),England : 48% (11/23) Ireland : 13% (3/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Australia : 4% (1/23) Zimbabwe : 4% (1/23) Congo : 4% (1/23) New Zealand : 4% (1/23) Namibia : 4% (1/23),Exeter,942 kg (117.75 kg),27 ans,28 ans,198 cm,England : 67% (10/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 70% (16/23) South Africa : 9% (2/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23),Saracens," Date :  Saturday, October 22, 2022 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,70,1,24,2,22_76,4,51_56_40_65,1,71,1,25,20 - 22
915 kg (114.38 kg),26 ans,26 ans,201 cm,England : 47% (7/15) South Africa : 33% (5/15) Scotland : 7% (1/15) Canada : 7% (1/15) Samoa : 7% (1/15),England : 57% (13/23) South Africa : 26% (6/23) Scotland : 9% (2/23) Canada : 4% (1/23) Samoa : 4% (1/23),Sale,882 kg (110.25 kg),26 ans,26 ans,200 cm,England : 73% (11/15) South Africa : 20% (3/15) Italy : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) Italy : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23),Harlequins," Date :  Sunday, October 23, 2022 Kick Off : 16:00 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,15,2,37_10,2,20_46,5,23_44_53_63_70,1,15,2,11_39,13 - 29
925 kg (115.63 kg),28 ans,26 ans,196 cm,England : 60% (9/15) Argentina : 13% (2/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Georgia : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) Argentina : 13% (3/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Georgia : 4% (1/23) Wales : 4% (1/23) Russia : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),Gloucester,962 kg (120.25 kg),29 ans,26 ans,200 cm,England : 47% (7/15) South Africa : 13% (2/15) Scotland : 13% (2/15) Ireland : 13% (2/15) Australia : 7% (1/15) Zimbabwe : 7% (1/15),England : 43% (10/23) Ireland : 13% (3/23) Australia : 9% (2/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) Congo : 4% (1/23) Wales : 4% (1/23),Exeter," Date :  Friday, October 28, 2022 Kick Off : 20:45 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,33_56_76_41_26_3,3,29_9_64,0,,1,2,4,4_34_42_77,2,10_30,38 - 22
926 kg (115.75 kg),25 ans,25 ans,202 cm,England : 80% (12/15) Samoa : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 74% (17/23) Samoa : 9% (2/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),Northampton,896 kg (112.00 kg),28 ans,28 ans,200 cm,England : 67% (10/15) Wales : 13% (2/15) Scotland : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15),England : 65% (15/23) New Zealand : 13% (3/23) Wales : 9% (2/23) Scotland : 4% (1/23) Australia : 4% (1/23) Ireland : 4% (1/23),Bristol," Date :  Saturday, October 29, 2022 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,32_13_20_29_43_69,5,3_66_58_52_80,1,27,0,,6,14_21_31_33_44_69,3,4_53_66,45 - 31
887 kg (110.88 kg),26 ans,26 ans,200 cm,England : 73% (11/15) South Africa : 20% (3/15) Italy : 7% (1/15),England : 74% (17/23) South Africa : 17% (4/23) Italy : 4% (1/23) New Zealand : 4% (1/23),Harlequins,939 kg (117.38 kg),27 ans,27 ans,204 cm,England : 47% (7/15) South Africa : 13% (2/15) Ireland : 13% (2/15) Zimbabwe : 7% (1/15) Australia : 7% (1/15) Samoa : 7% (1/15) Italy : 7% (1/15),England : 35% (8/23) Argentina : 17% (4/23) Australia : 13% (3/23) South Africa : 9% (2/23) Ireland : 9% (2/23) Zimbabwe : 4% (1/23) Samoa : 4% (1/23) Italy : 4% (1/23) Fiji : 4% (1/23),London Irish," Date :  Saturday, October 29, 2022 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,51_43_59_84,3,16_8_45,0,,1,70,3,43_52_60,3,9_17_46,26 - 24
894 kg (111.75 kg),26 ans,27 ans,201 cm,England : 67% (10/15) Fiji : 7% (1/15) Scotland : 7% (1/15) Samoa : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 61% (14/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Fiji : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23) Italy : 4% (1/23),Saracens,910 kg (113.75 kg),29 ans,26 ans,201 cm,England : 60% (9/15) South Africa : 33% (5/15) Scotland : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Canada : 4% (1/23),Sale," Date :  Sunday, October 30, 2022 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,27_42_75_6,2,4_61,3,25_46_37,1,10,2,28_76,1,62,33 - 22
929 kg (116.13 kg),25 ans,26 ans,202 cm,England : 80% (12/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 74% (17/23) Samoa : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23),Northampton,962 kg (120.25 kg),28 ans,25 ans,203 cm,England : 47% (7/15) Ireland : 20% (3/15) South Africa : 13% (2/15) Australia : 7% (1/15) Zimbabwe : 7% (1/15) Wales : 7% (1/15),England : 43% (10/23) Ireland : 17% (4/23) Australia : 9% (2/23) South Africa : 9% (2/23) Wales : 9% (2/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),Exeter," Date :  Friday, November 4, 2022 Kick Off : 20:45 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,30_70,3,8_57_62,4,15_45_51_66,0,,2,31_72,2,9_64,26 - 19
908 kg (113.50 kg),29 ans,24 ans,201 cm,England : 60% (9/15) South Africa : 33% (5/15) Scotland : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Scotland : 13% (3/23),Sale,925 kg (115.63 kg),28 ans,26 ans,196 cm,England : 87% (13/15) Argentina : 7% (1/15) South Africa : 7% (1/15),England : 74% (17/23) Australia : 9% (2/23) Argentina : 4% (1/23) South Africa : 4% (1/23) Russia : 4% (1/23) Scotland : 4% (1/23),Gloucester," Date :  Saturday, November 5, 2022 Kick Off : 14:00 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,9_19_3,3,13_74_25,2,18_69,0,,3,4_11_20,1,75,27 - 17
930 kg (116.25 kg),26 ans,27 ans,203 cm,England : 73% (11/15) South Africa : 13% (2/15) Ireland : 7% (1/15) Fiji : 7% (1/15),England : 74% (17/23) South Africa : 13% (3/23) Ireland : 9% (2/23) Fiji : 4% (1/23),Newcastle,908 kg (113.50 kg),28 ans,25 ans,198 cm,England : 73% (11/15) Russia : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 74% (17/23) South Africa : 9% (2/23) Russia : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23) Ireland : 4% (1/23),Bath," Date :  Saturday, November 5, 2022 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,6,2,34_59,1,80,1,53,1,7,2,35_60,10 - 17
920 kg (115.00 kg),27 ans,25 ans,200 cm,England : 67% (10/15) Ireland : 7% (1/15) Scotland : 7% (1/15) New Zealand : 7% (1/15) Wales : 7% (1/15) Australia : 7% (1/15),England : 65% (15/23) Wales : 13% (3/23) Ireland : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23) Spain : 4% (1/23),Bristol,888 kg (111.00 kg),25 ans,28 ans,201 cm,England : 67% (10/15) Scotland : 13% (2/15) Italy : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 74% (17/23) Scotland : 9% (2/23) Italy : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Wales : 4% (1/23),Saracens," Date :  Saturday, November 5, 2022 Kick Off : 18:00 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,55_78,1,31,0,,6,36_41_43_48_59_68,0,,1,32,10 - 25
920 kg (115.00 kg),28 ans,26 ans,198 cm,England : 67% (10/15) Russia : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Russia : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Bath,954 kg (119.25 kg),29 ans,28 ans,198 cm,England : 67% (10/15) Ireland : 7% (1/15) South Africa : 7% (1/15) Wales : 7% (1/15) Fiji : 7% (1/15) Scotland : 7% (1/15),England : 61% (14/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23),Leicester," Date :  Friday, November 11, 2022 Kick Off : 20:45 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,28_80,2,38_4,3,2_56_69,2,22_65,0,,1,5,19 - 18
