Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
909 kg (113.63 kg),29 ans,27 ans,198 cm,England : 53% (8/15) Argentina : 13% (2/15) Australia : 13% (2/15) Georgia : 7% (1/15) Russia : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) Argentina : 9% (2/23) Australia : 9% (2/23) Georgia : 4% (1/23) Russia : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23),Gloucester,950 kg (118.75 kg),27 ans,27 ans,201 cm,England : 53% (8/15) South Africa : 20% (3/15) Argentina : 7% (1/15) Zimbabwe : 7% (1/15) Wales : 7% (1/15) Scotland : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Argentina : 4% (1/23) Zimbabwe : 4% (1/23) Wales : 4% (1/23) Ireland : 4% (1/23),Leicester," Date :  Sunday, March 12, 2023 Kick Off : 14:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,62,4,58_80_70_54,0,,0,,0,,3,59_71_83,5 - 26
956 kg (119.50 kg),31 ans,26 ans,204 cm,England : 33% (5/15) Argentina : 20% (3/15) Australia : 13% (2/15) Ireland : 13% (2/15) Fiji : 7% (1/15) Samoa : 7% (1/15) South Africa : 7% (1/15),England : 43% (10/23) Argentina : 13% (3/23) Australia : 13% (3/23) Ireland : 9% (2/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Zimbabwe : 4% (1/23),London Irish,915 kg (114.38 kg),27 ans,27 ans,201 cm,England : 53% (8/15) South Africa : 33% (5/15) Scotland : 7% (1/15) Canada : 7% (1/15),England : 57% (13/23) South Africa : 30% (7/23) Scotland : 9% (2/23) Canada : 4% (1/23),Sale," Date :  Sunday, March 12, 2023 Kick Off : 14:00 Venue : Gtech Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,29_15_33_73,2,53_36,1,2,2,66_19,4,31_34_75_79,1,37,36 - 18
915 kg (114.38 kg),29 ans,28 ans,201 cm,England : 53% (8/15) New Zealand : 13% (2/15) Fiji : 13% (2/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) New Zealand : 13% (3/23) Ireland : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) Wales : 4% (1/23),Bristol,904 kg (113.00 kg),26 ans,27 ans,201 cm,England : 80% (12/15) South Africa : 20% (3/15),England : 74% (17/23) South Africa : 17% (4/23) Scotland : 4% (1/23) Ireland : 4% (1/23),Harlequins," Date :  Sunday, March 12, 2023 Kick Off : 16:00 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",7,5_16_59_12_23_60_64,4,8_56_26_68,2,30_49,0,,5,6_13_17_23_59,3,9_56_68,51 - 26
957 kg (119.63 kg),28 ans,27 ans,204 cm,England : 53% (8/15) Argentina : 27% (4/15) South Africa : 13% (2/15) Australia : 7% (1/15),England : 61% (14/23) Argentina : 17% (4/23) South Africa : 9% (2/23) Australia : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23),Newcastle,908 kg (113.50 kg),29 ans,25 ans,198 cm,England : 53% (8/15) Argentina : 13% (2/15) Wales : 13% (2/15) Russia : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) Argentina : 13% (3/23) Wales : 9% (2/23) Russia : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23),Gloucester," Date :  Friday, March 24, 2023 Kick Off : 20:45 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,12_62,2,5_17,1,40,0,,2,13_64,1,18,17 - 12
947 kg (118.38 kg),26 ans,29 ans,201 cm,England : 47% (7/15) South Africa : 20% (3/15) Scotland : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 52% (12/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Wales : 9% (2/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23) Zimbabwe : 4% (1/23),Leicester,887 kg (110.88 kg),30 ans,27 ans,201 cm,England : 47% (7/15) Wales : 13% (2/15) New Zealand : 13% (2/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Fiji : 7% (1/15),England : 57% (13/23) Wales : 13% (3/23) New Zealand : 13% (3/23) Samoa : 4% (1/23) Scotland : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23),Bristol," Date :  Saturday, March 25, 2023 Kick Off : 13:30 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,51_58_15_66_30_79,3,9_69_47,2,27_71,1,37,5,16_52_59_66_79,3,10_48_69,46 - 24
936 kg (117.00 kg),27 ans,29 ans,196 cm,England : 67% (10/15) New Zealand : 13% (2/15) Italy : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) New Zealand : 9% (2/23) Italy : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23),Saracens,919 kg (114.88 kg),27 ans,26 ans,200 cm,England : 80% (12/15) South Africa : 20% (3/15),England : 78% (18/23) South Africa : 13% (3/23) Scotland : 4% (1/23) Italy : 4% (1/23),Harlequins," Date :  Saturday, March 25, 2023 Kick Off : 16:00 Venue : Tottenham Hotspur Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,64_36_56_12_6,4,1_43_60_72,1,20,0,,4,7_14_57_66,2,2_44,36 - 24
949 kg (118.63 kg),30 ans,25 ans,204 cm,England : 33% (5/15) Argentina : 13% (2/15) Australia : 13% (2/15) Ireland : 13% (2/15) Italy : 7% (1/15) Fiji : 7% (1/15) Samoa : 7% (1/15) South Africa : 7% (1/15),England : 39% (9/23) Argentina : 13% (3/23) Australia : 13% (3/23) Ireland : 9% (2/23) South Africa : 9% (2/23) Italy : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Zimbabwe : 4% (1/23),London Irish,951 kg (118.88 kg),27 ans,26 ans,202 cm,England : 67% (10/15) South Africa : 13% (2/15) Scotland : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15),England : 74% (17/23) South Africa : 9% (2/23) Australia : 9% (2/23) Scotland : 4% (1/23) Samoa : 4% (1/23),Northampton," Date :  Saturday, March 25, 2023 Kick Off : 18:30 Venue : Gtech Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,17_6_41_64,3,72_31_60,2,39_78,1,10,4,7_18_42_65,2,32_60,37 - 22
921 kg (115.13 kg),29 ans,27 ans,201 cm,England : 73% (11/15) South Africa : 13% (2/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Bath,925 kg (115.63 kg),26 ans,28 ans,203 cm,England : 60% (9/15) Australia : 7% (1/15) Ireland : 7% (1/15) Wales : 7% (1/15) Zimbabwe : 7% (1/15) Congo : 7% (1/15) Tonga : 7% (1/15),England : 57% (13/23) Australia : 9% (2/23) Zimbabwe : 9% (2/23) Ireland : 4% (1/23) Wales : 4% (1/23) Congo : 4% (1/23) Tonga : 4% (1/23) Namibia : 4% (1/23) South Africa : 4% (1/23),Exeter," Date :  Sunday, March 26, 2023 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,34_45_7_53_37,3,22_10_57,1,73,0,,4,8_35_46_54,2,11_23,36 - 19
908 kg (113.50 kg),28 ans,27 ans,201 cm,England : 60% (9/15) New Zealand : 13% (2/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) New Zealand : 9% (2/23) Wales : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23),Bristol,904 kg (113.00 kg),29 ans,26 ans,201 cm,England : 53% (8/15) South Africa : 33% (5/15) Scotland : 7% (1/15) Samoa : 7% (1/15),England : 57% (13/23) South Africa : 26% (6/23) Scotland : 9% (2/23) Samoa : 4% (1/23) Canada : 4% (1/23),Sale," Date :  Friday, April 14, 2023 Kick Off : 20:45 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,73_39,3,47_31_68,2,9_24,4,2_18_22_52,2,40_73,3,32_48_69,20 - 36
906 kg (113.25 kg),27 ans,25 ans,198 cm,England : 67% (10/15) Argentina : 20% (3/15) Wales : 13% (2/15),England : 78% (18/23) Argentina : 13% (3/23) Wales : 9% (2/23),Gloucester,921 kg (115.13 kg),29 ans,27 ans,201 cm,England : 80% (12/15) South Africa : 13% (2/15) Fiji : 7% (1/15),England : 70% (16/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Russia : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23),Bath," Date :  Friday, April 14, 2023 Kick Off : 20:45 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,5_43_26,4,38_60_56_68,1,11,0,,3,6_27_44,3,39_61_68,24 - 33
940 kg (117.50 kg),29 ans,26 ans,202 cm,England : 73% (11/15) South Africa : 13% (2/15) Fiji : 7% (1/15) Australia : 7% (1/15),England : 78% (18/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23),Northampton,926 kg (115.75 kg),26 ans,26 ans,201 cm,England : 67% (10/15) Scotland : 13% (2/15) Fiji : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 65% (15/23) Scotland : 13% (3/23) South Africa : 9% (2/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23),Saracens," Date :  Saturday, April 15, 2023 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,18_21_49_35_42_62,4,54_3_79_67,0,,1,15,4,22_36_42_63,3,4_55_68,38 - 29
913 kg (114.13 kg),28 ans,26 ans,200 cm,England : 73% (11/15) South Africa : 20% (3/15) Australia : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23),Harlequins,959 kg (119.88 kg),28 ans,27 ans,204 cm,England : 67% (10/15) Argentina : 20% (3/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) Argentina : 13% (3/23) Australia : 4% (1/23) South Africa : 4% (1/23) Samoa : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Newcastle," Date :  Saturday, April 15, 2023 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",8,71_52_68_36_73_42_48_79,2,26_65,0,,2,27_43,4,37_69_71_75,2,26_67,48 - 20
927 kg (115.88 kg),27 ans,28 ans,201 cm,England : 40% (6/15) South Africa : 20% (3/15) Ireland : 13% (2/15) Scotland : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15),England : 48% (11/23) South Africa : 13% (3/23) Ireland : 9% (2/23) Scotland : 9% (2/23) Wales : 9% (2/23) Argentina : 4% (1/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23),Leicester,953 kg (119.13 kg),27 ans,27 ans,203 cm,England : 40% (6/15) Ireland : 13% (2/15) Scotland : 13% (2/15) Georgia : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) Congo : 7% (1/15) Tonga : 7% (1/15),England : 43% (10/23) Ireland : 13% (3/23) Scotland : 9% (2/23) Georgia : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) Congo : 4% (1/23) Tonga : 4% (1/23) Australia : 4% (1/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23),Exeter," Date :  Sunday, April 16, 2023 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",8,54_8_4_62_75_42_49_69,3,14_33_78,1,31,0,,6,5_9_55_62_70_75,2,34_78,62 - 19
958 kg (119.75 kg),28 ans,29 ans,204 cm,England : 53% (8/15) Argentina : 27% (4/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 61% (14/23) Argentina : 17% (4/23) South Africa : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) Ireland : 4% (1/23),Newcastle,941 kg (117.63 kg),29 ans,26 ans,202 cm,England : 80% (12/15) South Africa : 13% (2/15) Fiji : 7% (1/15),England : 78% (18/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23),Northampton," Date :  Friday, April 21, 2023 Kick Off : 20:45 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,3,10,43_74_39_7_56_52_64_14_28_58,0,,0,,0,,8,7_16_30_40_45_53_56_76,5 - 66
903 kg (112.88 kg),28 ans,25 ans,200 cm,England : 73% (11/15) South Africa : 13% (2/15) New Zealand : 7% (1/15) Australia : 7% (1/15),England : 74% (17/23) South Africa : 13% (3/23) New Zealand : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23),Harlequins,921 kg (115.13 kg),29 ans,28 ans,201 cm,England : 80% (12/15) South Africa : 13% (2/15) Fiji : 7% (1/15),England : 74% (17/23) South Africa : 13% (3/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23),Bath," Date :  Saturday, April 22, 2023 Kick Off : 16:00 Venue : Twickenham Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,23_70_55_35_6,6,3_32_75_38_68_65,0,,1,13,5,6_23_36_56_71,6,4_33_39_66_69_76,35 - 45
938 kg (117.25 kg),26 ans,27 ans,203 cm,England : 53% (8/15) Ireland : 13% (2/15) Georgia : 7% (1/15) Wales : 7% (1/15) Zimbabwe : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 48% (11/23) Ireland : 13% (3/23) South Africa : 9% (2/23) Georgia : 4% (1/23) Wales : 4% (1/23) Zimbabwe : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Congo : 4% (1/23),Exeter,934 kg (116.75 kg),29 ans,26 ans,201 cm,England : 67% (10/15) New Zealand : 13% (2/15) Samoa : 7% (1/15) Wales : 7% (1/15) Fiji : 7% (1/15),England : 70% (16/23) Wales : 13% (3/23) New Zealand : 9% (2/23) Samoa : 4% (1/23) Fiji : 4% (1/23),Bristol," Date :  Saturday, April 22, 2023 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,37_25_70,3,53_45_19,1,79,0,,2,26_71,3,20_45_53,22 - 21
910 kg (113.75 kg),29 ans,26 ans,198 cm,England : 47% (7/15) Argentina : 20% (3/15) Wales : 13% (2/15) Ireland : 7% (1/15) Russia : 7% (1/15) Scotland : 7% (1/15),England : 65% (15/23) Argentina : 13% (3/23) Wales : 9% (2/23) Ireland : 4% (1/23) Russia : 4% (1/23) Scotland : 4% (1/23),Gloucester,904 kg (113.00 kg),29 ans,26 ans,201 cm,England : 53% (8/15) South Africa : 33% (5/15) Scotland : 7% (1/15) Samoa : 7% (1/15),England : 52% (12/23) South Africa : 26% (6/23) Scotland : 13% (3/23) Samoa : 4% (1/23) Canada : 4% (1/23),Sale," Date :  Saturday, April 22, 2023 Kick Off : 18:30 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,47_82_56,3,34_58_73,1,31,2,21_63,2,48_57,2,35_60,22 - 25
914 kg (114.25 kg),27 ans,27 ans,201 cm,England : 67% (10/15) New Zealand : 13% (2/15) Italy : 7% (1/15) Scotland : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Italy : 4% (1/23) Scotland : 4% (1/23) Wales : 4% (1/23) Fiji : 4% (1/23),Saracens,949 kg (118.63 kg),30 ans,25 ans,204 cm,England : 40% (6/15) Argentina : 13% (2/15) Australia : 13% (2/15) Italy : 7% (1/15) Fiji : 7% (1/15) Samoa : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 43% (10/23) Argentina : 13% (3/23) Australia : 9% (2/23) Ireland : 9% (2/23) South Africa : 9% (2/23) Italy : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Zimbabwe : 4% (1/23),London Irish," Date :  Sunday, April 23, 2023 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,61_42_40_65_76,2,13_78,4,26_35_58_71,3,4_49_52,4,42_44_62_77,1,14,45 - 21
931 kg (116.38 kg),28 ans,29 ans,201 cm,England : 53% (8/15) South Africa : 20% (3/15) Argentina : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15) Ireland : 7% (1/15),England : 52% (12/23) South Africa : 17% (4/23) Scotland : 9% (2/23) Wales : 9% (2/23) Argentina : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23),Leicester,903 kg (112.88 kg),27 ans,25 ans,200 cm,England : 87% (13/15) South Africa : 13% (2/15),England : 83% (19/23) South Africa : 9% (2/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Harlequins," Date :  Saturday, May 6, 2023 Kick Off : 17:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,14_75,1,19,1,44,2,41_69,2,15_76,1,21,17 - 20
905 kg (113.13 kg),27 ans,26 ans,201 cm,England : 53% (8/15) South Africa : 27% (4/15) Scotland : 7% (1/15) Canada : 7% (1/15) Samoa : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Scotland : 4% (1/23) Canada : 4% (1/23) Samoa : 4% (1/23),Sale,949 kg (118.63 kg),28 ans,27 ans,204 cm,England : 53% (8/15) Argentina : 27% (4/15) South Africa : 13% (2/15) Australia : 7% (1/15),England : 57% (13/23) South Africa : 17% (4/23) Argentina : 17% (4/23) Australia : 4% (1/23) Wales : 4% (1/23),Newcastle," Date :  Saturday, May 6, 2023 Kick Off : 17:00 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,43_31_53_73_8,2,82_2,0,,0,,6,9_20_32_44_54_74,1,3,54 - 12
921 kg (115.13 kg),29 ans,28 ans,201 cm,England : 80% (12/15) South Africa : 13% (2/15) Fiji : 7% (1/15),England : 74% (17/23) South Africa : 13% (3/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23),Bath,900 kg (112.50 kg),24 ans,23 ans,201 cm,England : 67% (10/15) Fiji : 7% (1/15) Wales : 7% (1/15) Scotland : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 74% (17/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Wales : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Saracens," Date :  Saturday, May 6, 2023 Kick Off : 17:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",9,33_41_12_50_54_66_2_72_81,5,38_57_16_25_6,0,,0,,8,3_13_34_42_51_55_66_73,2,17_26,61 - 29
920 kg (115.00 kg),29 ans,28 ans,201 cm,England : 53% (8/15) New Zealand : 13% (2/15) Fiji : 13% (2/15) Samoa : 7% (1/15) Ireland : 7% (1/15) Wales : 7% (1/15),England : 61% (14/23) New Zealand : 13% (3/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23),Bristol,910 kg (113.75 kg),29 ans,26 ans,198 cm,England : 53% (8/15) Argentina : 20% (3/15) Ireland : 7% (1/15) Russia : 7% (1/15) Wales : 7% (1/15) Scotland : 7% (1/15),England : 61% (14/23) Argentina : 13% (3/23) Ireland : 4% (1/23) Russia : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23) Georgia : 4% (1/23) Australia : 4% (1/23),Gloucester," Date :  Saturday, May 6, 2023 Kick Off : 17:00 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,14_54_76_9_47,2,16_67,1,21,0,,4,10_15_55_77,2,17_67,36 - 21
939 kg (117.38 kg),30 ans,26 ans,204 cm,England : 33% (5/15) Argentina : 20% (3/15) Australia : 13% (2/15) Italy : 7% (1/15) Fiji : 7% (1/15) Samoa : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 43% (10/23) Argentina : 13% (3/23) Australia : 13% (3/23) South Africa : 9% (2/23) Italy : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Ireland : 4% (1/23) Zimbabwe : 4% (1/23),London Irish,936 kg (117.00 kg),26 ans,25 ans,203 cm,England : 53% (8/15) South Africa : 13% (2/15) Australia : 7% (1/15) New Zealand : 7% (1/15) Ireland : 7% (1/15) Congo : 7% (1/15) Wales : 7% (1/15),England : 48% (11/23) South Africa : 13% (3/23) Wales : 13% (3/23) New Zealand : 9% (2/23) Australia : 4% (1/23) Ireland : 4% (1/23) Congo : 4% (1/23) Zimbabwe : 4% (1/23),Exeter," Date :  Saturday, May 6, 2023 Kick Off : 17:00 Venue : Gtech Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,27_69_61,2,15_63,0,,0,,1,27,2,16_64,17 - 14
933 kg (116.63 kg),28 ans,28 ans,201 cm,England : 73% (11/15) New Zealand : 13% (2/15) Italy : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Italy : 4% (1/23) Fiji : 4% (1/23),Saracens,941 kg (117.63 kg),30 ans,26 ans,202 cm,England : 80% (12/15) South Africa : 13% (2/15) Australia : 7% (1/15),England : 74% (17/23) South Africa : 9% (2/23) Australia : 9% (2/23) Scotland : 4% (1/23) Samoa : 4% (1/23),Northampton," Date :  Saturday, May 13, 2023 Kick Off : 16:30 Venue : StoneX Stadium Tournament : Premiership Round : Semi-finals  All times shown are french time,refresh to see your local time. ",4,29_5_21_74,2,55_64,1,46,1,8,4,6_23_30_76,1,55,38 - 15
904 kg (113.00 kg),29 ans,26 ans,201 cm,England : 53% (8/15) South Africa : 33% (5/15) Scotland : 7% (1/15) Samoa : 7% (1/15),England : 52% (12/23) South Africa : 30% (7/23) Scotland : 9% (2/23) Samoa : 4% (1/23) Canada : 4% (1/23),Sale,929 kg (116.13 kg),27 ans,28 ans,201 cm,England : 47% (7/15) Scotland : 13% (2/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) Scotland : 9% (2/23) South Africa : 9% (2/23) Wales : 9% (2/23) Ireland : 9% (2/23) Argentina : 4% (1/23) New Zealand : 4% (1/23),Leicester," Date :  Sunday, May 14, 2023 Kick Off : 16:00 Venue : Salford City Stadium Tournament : Premiership Round : Semi-finals  All times shown are french time,refresh to see your local time. ",2,62_19,1,53,3,46_56_68,2,7_10,1,20,1,54,21 - 13
934 kg (116.75 kg),27 ans,29 ans,201 cm,England : 73% (11/15) Fiji : 7% (1/15) Italy : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 65% (15/23) Scotland : 13% (3/23) Fiji : 4% (1/23) Italy : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Wales : 4% (1/23),Saracens,903 kg (112.88 kg),29 ans,26 ans,201 cm,England : 53% (8/15) South Africa : 33% (5/15) Scotland : 7% (1/15) Samoa : 7% (1/15),England : 57% (13/23) South Africa : 26% (6/23) Scotland : 9% (2/23) Samoa : 4% (1/23) Canada : 4% (1/23),Sale," Date :  Saturday, May 27, 2023 Kick Off : 16:00 Venue : Twickenham Tournament : Premiership Round : Final  All times shown are french time,refresh to see your local time. ",2,70_33,3,30_43_51,3,4_14_49,2,6_17,2,34_71,2,31_52,35 - 25
