Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
911 kg (113.88 kg),29 ans,26 ans,200 cm,France : 73% (11/15) South Africa : 13% (2/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 74% (17/23) South Africa : 13% (3/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle,934 kg (116.75 kg),26 ans,24 ans,199 cm,France : 80% (12/15) New Zealand : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),France : 70% (16/23) New Zealand : 4% (1/23) Ireland : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Spain : 4% (1/23) Argentina : 4% (1/23) United-States : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse," Date :  Saturday, January 7, 2023 Kick Off : 21:05 Venue : Stade Marcel Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,25_80_61,1,73,3,1_20_31,0,,3,26_63_80,1,75,30 - 7
944 kg (118.00 kg),28 ans,28 ans,201 cm,France : 60% (9/15) South Africa : 20% (3/15) New Zealand : 7% (1/15) United-States : 7% (1/15) England : 7% (1/15),France : 70% (16/23) South Africa : 13% (3/23) New Zealand : 9% (2/23) United-States : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier,869 kg (108.63 kg),26 ans,28 ans,196 cm,France : 67% (10/15) South Africa : 13% (2/15) Georgia : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15),France : 70% (16/23) South Africa : 9% (2/23) Georgia : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) Portugal : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92," Date :  Sunday, January 8, 2023 Kick Off : 21:05 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,25_60,0,,1,40,4,6_44_67_78,2,27_62,0,,17 - 12
905 kg (113.13 kg),26 ans,28 ans,197 cm,France : 60% (9/15) Fiji : 20% (3/15) New Zealand : 13% (2/15) Samoa : 7% (1/15),France : 57% (13/23) New Zealand : 17% (4/23) Fiji : 13% (3/23) Samoa : 4% (1/23) Georgia : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Lyon,893 kg (111.63 kg),28 ans,27 ans,200 cm,France : 53% (8/15) Moldova : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) Argentina : 7% (1/15) Australia : 7% (1/15),France : 57% (13/23) Fiji : 9% (2/23) Moldova : 4% (1/23) Samoa : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23) Spain : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont," Date :  Saturday, January 28, 2023 Kick Off : 15:00 Venue : Matmut Stadium Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,30_63_39_79,1,68,2,18_54,3,15_33_46,4,31_40_63_80,0,,34 - 14
908 kg (113.50 kg),27 ans,28 ans,198 cm,France : 47% (7/15) Fiji : 20% (3/15) Australia : 13% (2/15) Canada : 7% (1/15) Uruguay : 7% (1/15) Argentina : 7% (1/15),France : 57% (13/23) Fiji : 17% (4/23) Australia : 9% (2/23) Canada : 4% (1/23) Uruguay : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,926 kg (115.75 kg),30 ans,27 ans,198 cm,France : 60% (9/15) Georgia : 7% (1/15) Moldova : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15) Argentina : 7% (1/15) Congo : 7% (1/15),France : 65% (15/23) Georgia : 4% (1/23) Moldova : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23) Congo : 4% (1/23) England : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux," Date :  Saturday, January 28, 2023 Kick Off : 17:00 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,28_41,0,,3,24_43_70,6,4_7_12_15_48_77,2,29_42,0,,23 - 18
900 kg (112.50 kg),32 ans,28 ans,202 cm,Samoa : 20% (3/15) France : 20% (3/15) New Zealand : 13% (2/15) Australia : 13% (2/15) Georgia : 7% (1/15) Tonga : 7% (1/15) England : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15),France : 39% (9/23) Samoa : 17% (4/23) New Zealand : 9% (2/23) Australia : 9% (2/23) Georgia : 4% (1/23) Tonga : 4% (1/23) England : 4% (1/23) Argentina : 4% (1/23) South Africa : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 5 / 15 (33 %)  PRO NON-JIFF PLAYER : 10 / 15 (67 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 12 / 23 (52%)  PRO NON-JIFF PLAYER : 11 / 23 (48 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan,909 kg (113.63 kg),28 ans,26 ans,203 cm,France : 53% (8/15) South Africa : 13% (2/15) Georgia : 7% (1/15) Argentina : 7% (1/15) Tonga : 7% (1/15) Germany : 7% (1/15) Australia : 7% (1/15),France : 52% (12/23) Australia : 13% (3/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Georgia : 4% (1/23) Tonga : 4% (1/23) Germany : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris," Date :  Saturday, January 28, 2023 Kick Off : 17:00 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,45_54_10_40,3,59_36_73,1,23,2,5_17,4,11_40_46_55,0,,31 - 24
933 kg (116.63 kg),28 ans,28 ans,202 cm,France : 47% (7/15) South Africa : 13% (2/15) New Zealand : 13% (2/15) Georgia : 7% (1/15) Samoa : 7% (1/15) Argentina : 7% (1/15) Fiji : 7% (1/15),France : 57% (13/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Fiji : 9% (2/23) Georgia : 4% (1/23) Samoa : 4% (1/23) Argentina : 4% (1/23) Cameroon : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,908 kg (113.50 kg),26 ans,26 ans,205 cm,France : 53% (8/15) Australia : 13% (2/15) Argentina : 7% (1/15) Tonga : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15) Samoa : 7% (1/15),France : 61% (14/23) Australia : 9% (2/23) Fiji : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23) England : 4% (1/23) Samoa : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, January 28, 2023 Kick Off : 17:00 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,29_72_33,1,79,2,45_52,3,6_15_48,3,30_34_73,1,80,27 - 16
916 kg (114.50 kg),29 ans,28 ans,198 cm,France : 67% (10/15) Fiji : 13% (2/15) Argentina : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15),France : 61% (14/23) South Africa : 9% (2/23) Fiji : 9% (2/23) New Zealand : 9% (2/23) Argentina : 4% (1/23) Australia : 4% (1/23) Uruguay : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne,935 kg (116.88 kg),30 ans,25 ans,198 cm,France : 47% (7/15) Fiji : 20% (3/15) Samoa : 13% (2/15) South Africa : 13% (2/15) Argentina : 7% (1/15),France : 43% (10/23) South Africa : 13% (3/23) Fiji : 13% (3/23) Samoa : 9% (2/23) Argentina : 4% (1/23) Ireland : 4% (1/23) Germany : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Brive," Date :  Saturday, January 28, 2023 Kick Off : 17:00 Venue : Stade Jean Dauger Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,60_19_77,0,,3,7_45_52,3,11_24_48,3,20_61_78,0,,37 - 9
900 kg (112.50 kg),26 ans,28 ans,203 cm,France : 67% (10/15) New Zealand : 13% (2/15) Georgia : 7% (1/15) Scotland : 7% (1/15) Argentina : 7% (1/15),France : 52% (12/23) Fiji : 13% (3/23) Georgia : 9% (2/23) New Zealand : 9% (2/23) Scotland : 4% (1/23) Argentina : 4% (1/23) Namibia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92,940 kg (117.50 kg),28 ans,27 ans,200 cm,France : 67% (10/15) Argentina : 7% (1/15) Ireland : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15),France : 70% (16/23) Argentina : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),La Rochelle," Date :  Saturday, January 28, 2023 Kick Off : 21:05 Venue : Paris La Défense Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,23_43_71,4,14_28_73_9,6,4_6_19_51_62_80,4,21_27_36_65,3,24_44_72,2,10_15,39 - 36
937 kg (117.13 kg),27 ans,24 ans,208 cm,France : 67% (10/15) Ireland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15),France : 61% (14/23) Australia : 9% (2/23) Argentina : 9% (2/23) Ireland : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23) United-States : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,924 kg (115.50 kg),27 ans,27 ans,198 cm,France : 60% (9/15) England : 13% (2/15) South Africa : 13% (2/15) United-States : 7% (1/15) New Zealand : 7% (1/15),France : 65% (15/23) England : 17% (4/23) South Africa : 9% (2/23) United-States : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier," Date :  Sunday, January 29, 2023 Kick Off : 21:05 Venue : Stade Ernest Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,53_66_77,0,,2,37_62,3,5_34_40,1,54,0,,23 - 9
962 kg (120.25 kg),28 ans,24 ans,208 cm,France : 60% (9/15) Australia : 13% (2/15) South Africa : 7% (1/15) England : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15),France : 61% (14/23) Australia : 9% (2/23) Argentina : 9% (2/23) South Africa : 4% (1/23) England : 4% (1/23) New Zealand : 4% (1/23) United-States : 4% (1/23) Spain : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 22 (73%)  PRO NON-JIFF PLAYER : 6 / 22 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 22 (0 %),Toulouse,916 kg (114.50 kg),29 ans,28 ans,198 cm,France : 73% (11/15) Argentina : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15),France : 74% (17/23) South Africa : 9% (2/23) Argentina : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) Uruguay : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne," Date :  Saturday, February 4, 2023 Kick Off : 15:00 Venue : Stade Ernest Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,63_36,1,38,3,55_72_5,3,20_47_60,1,64,1,40,21 - 16
907 kg (113.38 kg),28 ans,26 ans,200 cm,France : 53% (8/15) Fiji : 13% (2/15) Moldova : 7% (1/15) Samoa : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) Australia : 7% (1/15),France : 61% (14/23) Fiji : 9% (2/23) Australia : 9% (2/23) Moldova : 4% (1/23) Samoa : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Clermont,922 kg (115.25 kg),27 ans,28 ans,198 cm,France : 47% (7/15) Fiji : 20% (3/15) Australia : 13% (2/15) Canada : 7% (1/15) Uruguay : 7% (1/15) Argentina : 7% (1/15),France : 57% (13/23) Fiji : 17% (4/23) Australia : 9% (2/23) Canada : 4% (1/23) Uruguay : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres," Date :  Saturday, February 4, 2023 Kick Off : 17:00 Venue : Parc des Sports Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,51_67_79_39,2,11_53,2,7_47,4,23_28_37_59,4,40_52_68_80,2,12_54,41 - 26
926 kg (115.75 kg),28 ans,27 ans,200 cm,France : 73% (11/15) Argentina : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15),France : 57% (13/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Argentina : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23) Ireland : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),La Rochelle,905 kg (113.13 kg),26 ans,27 ans,197 cm,France : 53% (8/15) Fiji : 27% (4/15) New Zealand : 13% (2/15) Samoa : 7% (1/15),France : 61% (14/23) Fiji : 17% (4/23) New Zealand : 13% (3/23) Samoa : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Lyon," Date :  Saturday, February 4, 2023 Kick Off : 17:00 Venue : Stade Marcel Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,55,3,2_66_30,3,15_25_61,1,9,1,56,1,3,16 - 20
937 kg (117.13 kg),29 ans,25 ans,199 cm,France : 27% (4/15) South Africa : 20% (3/15) Fiji : 20% (3/15) Argentina : 20% (3/15) Ireland : 7% (1/15) Samoa : 7% (1/15),France : 35% (8/23) Argentina : 17% (4/23) South Africa : 13% (3/23) Fiji : 13% (3/23) Ireland : 9% (2/23) Samoa : 9% (2/23) Colombia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 13 / 23 (57%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Brive,903 kg (112.88 kg),31 ans,27 ans,202 cm,France : 33% (5/15) Samoa : 20% (3/15) Australia : 13% (2/15) Georgia : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15),France : 48% (11/23) Samoa : 13% (3/23) Australia : 9% (2/23) Georgia : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Perpignan," Date :  Saturday, February 4, 2023 Kick Off : 17:00 Venue : Stadium Municipal Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,12,2,15_74,3,44_49_54,1,20,1,13,2,16_76,22 - 24
894 kg (111.75 kg),27 ans,25 ans,205 cm,France : 67% (10/15) Australia : 13% (2/15) Argentina : 7% (1/15) Tonga : 7% (1/15) Georgia : 7% (1/15),France : 65% (15/23) Australia : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Georgia : 4% (1/23) Fiji : 4% (1/23) England : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,903 kg (112.88 kg),27 ans,26 ans,203 cm,France : 73% (11/15) Fiji : 13% (2/15) Georgia : 7% (1/15) New Zealand : 7% (1/15),France : 65% (15/23) Fiji : 17% (4/23) Georgia : 4% (1/23) New Zealand : 4% (1/23) Namibia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 15 (93 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Racing 92," Date :  Saturday, February 4, 2023 Kick Off : 17:00 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,10_60_32_13_56_74,3,4_38_62,0,,0,,4,11_14_57_61,2,39_63,38 - 19
