Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
902 kg (112.75 kg),26 ans,26 ans,202 cm,France : 73% (11/15) United-States : 7% (1/15) England : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15),France : 65% (15/23) England : 9% (2/23) New Zealand : 9% (2/23) United-States : 4% (1/23) South Africa : 4% (1/23) Italy : 4% (1/23) Canada : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Montpellier,916 kg (114.50 kg),26 ans,27 ans,199 cm,France : 60% (9/15) South Africa : 13% (2/15) Australia : 7% (1/15) Germany : 7% (1/15) Argentina : 7% (1/15) England : 7% (1/15),France : 52% (12/23) South Africa : 17% (4/23) Australia : 9% (2/23) Georgia : 9% (2/23) Germany : 4% (1/23) Argentina : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris," Date :  Saturday, October 29, 2022 Kick Off : 17:00 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,7_47,1,60,3,22_53_65,4,25_32_69_80,2,9_48,1,61,23 - 19
906 kg (113.25 kg),28 ans,28 ans,198 cm,France : 67% (10/15) Argentina : 13% (2/15) Fiji : 13% (2/15) South Africa : 7% (1/15),France : 57% (13/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Namibia : 4% (1/23) Uruguay : 4% (1/23) Samoa : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne,949 kg (118.63 kg),23 ans,24 ans,203 cm,France : 73% (11/15) United-States : 7% (1/15) Ireland : 7% (1/15) Australia : 7% (1/15) Argentina : 7% (1/15),France : 74% (17/23) United-States : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23) Spain : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 15 (93 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 21 / 23 (91%)  PRO NON-JIFF PLAYER : 1 / 23 (4 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Toulouse," Date :  Saturday, October 29, 2022 Kick Off : 21:05 Venue : Stade Jean Dauger Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,15_8,3,50_75_80,4,4_26_30_63,1,20,2,9_17,2,80_76,26 - 22
941 kg (117.63 kg),30 ans,26 ans,204 cm,France : 67% (10/15) Moldova : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15) Congo : 7% (1/15) Argentina : 7% (1/15),France : 57% (13/23) Australia : 9% (2/23) Argentina : 9% (2/23) Moldova : 4% (1/23) South Africa : 4% (1/23) Congo : 4% (1/23) Georgia : 4% (1/23) Italy : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 2 / 23 (9 %),Bordeaux,940 kg (117.50 kg),30 ans,29 ans,202 cm,France : 33% (5/15) South Africa : 13% (2/15) New Zealand : 13% (2/15) Fiji : 13% (2/15) England : 7% (1/15) Samoa : 7% (1/15) Argentina : 7% (1/15) Italy : 7% (1/15),France : 48% (11/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Fiji : 9% (2/23) England : 4% (1/23) Samoa : 4% (1/23) Argentina : 4% (1/23) Italy : 4% (1/23) Georgia : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 5 / 15 (33 %)  PRO NON-JIFF PLAYER : 10 / 15 (67 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 23 (48%)  PRO NON-JIFF PLAYER : 12 / 23 (52 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon," Date :  Sunday, October 30, 2022 Kick Off : 21:05 Venue : Jacques Chaban-Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,25_43_60,2,22_28,2,3_75,4,7_40_50_67,3,26_44_61,2,23_29,27 - 26
953 kg (119.13 kg),25 ans,25 ans,208 cm,France : 80% (12/15) Australia : 13% (2/15) Samoa : 7% (1/15),France : 78% (18/23) Australia : 9% (2/23) Samoa : 4% (1/23) Spain : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,916 kg (114.50 kg),27 ans,25 ans,199 cm,France : 73% (11/15) Georgia : 7% (1/15) Germany : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15),France : 61% (14/23) South Africa : 13% (3/23) Georgia : 9% (2/23) Australia : 9% (2/23) Germany : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 15 (93 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 21 / 23 (91%)  PRO NON-JIFF PLAYER : 2 / 23 (9 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris," Date :  Saturday, November 5, 2022 Kick Off : 15:00 Venue : Stade Ernest Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,57_79,1,50,2,37_65,2,6_63,0,,1,51,16 - 16
910 kg (113.75 kg),27 ans,27 ans,202 cm,France : 73% (11/15) England : 13% (2/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),France : 70% (16/23) England : 9% (2/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) Namibia : 4% (1/23) Scotland : 4% (1/23) Portugal : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92,884 kg (110.50 kg),28 ans,27 ans,202 cm,France : 60% (9/15) Georgia : 7% (1/15) Cook Islands : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15),France : 61% (14/23) Argentina : 9% (2/23) Georgia : 4% (1/23) Cook Islands : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Samoa : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Perpignan," Date :  Saturday, November 5, 2022 Kick Off : 17:00 Venue : Paris La Défense Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,32_78_70_42_61,2,12_29,3,9_22_65,1,59,5,33_43_62_72_80,2,13_30,44 - 20
922 kg (115.25 kg),26 ans,25 ans,203 cm,France : 93% (14/15) Spain : 7% (1/15),France : 87% (20/23) Spain : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 15 (100 %)  PRO NON-JIFF PLAYER : 0 / 15 (0 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 21 / 23 (91%)  PRO NON-JIFF PLAYER : 1 / 23 (4 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Clermont,924 kg (115.50 kg),28 ans,27 ans,198 cm,France : 60% (9/15) New Zealand : 13% (2/15) Namibia : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) New Zealand : 13% (3/23) Namibia : 4% (1/23) South Africa : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne," Date :  Saturday, November 5, 2022 Kick Off : 17:00 Venue : Parc des Sports Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,16_65_12,3,20_48_61,1,53,1,80,1,17,2,21_62,20 - 25
936 kg (117.00 kg),26 ans,25 ans,204 cm,France : 53% (8/15) Ireland : 20% (3/15) Samoa : 7% (1/15) South Africa : 7% (1/15) Germany : 7% (1/15) Argentina : 7% (1/15),France : 48% (11/23) Ireland : 13% (3/23) Samoa : 4% (1/23) South Africa : 4% (1/23) Germany : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23) Colombia : 4% (1/23) New Zealand : 4% (1/23) Haiti : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Brive,917 kg (114.63 kg),25 ans,27 ans,200 cm,France : 73% (11/15) South Africa : 13% (2/15) Ireland : 7% (1/15) New Zealand : 7% (1/15),France : 74% (17/23) South Africa : 13% (3/23) Ireland : 4% (1/23) New Zealand : 4% (1/23) Spain : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle," Date :  Saturday, November 5, 2022 Kick Off : 17:00 Venue : Stadium Municipal Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,23_72,0,,1,5,4,18_27_40_53,2,24_73,1,64,17 - 19
884 kg (110.50 kg),25 ans,27 ans,197 cm,France : 73% (11/15) Australia : 13% (2/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 74% (17/23) Australia : 9% (2/23) New Zealand : 9% (2/23) Fiji : 9% (2/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Lyon,911 kg (113.88 kg),27 ans,27 ans,198 cm,France : 60% (9/15) Australia : 13% (2/15) South Africa : 7% (1/15) Canada : 7% (1/15) Argentina : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) Australia : 9% (2/23) Fiji : 9% (2/23) South Africa : 4% (1/23) Canada : 4% (1/23) Argentina : 4% (1/23) Spain : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres," Date :  Saturday, November 5, 2022 Kick Off : 17:00 Venue : Matmut Stadium Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,5_68,2,48_53,4,19_44_56_75,2,25_32,2,7_69,2,49_54,26 - 20
917 kg (114.63 kg),27 ans,26 ans,205 cm,France : 60% (9/15) Argentina : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15),France : 65% (15/23) Fiji : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,924 kg (115.50 kg),29 ans,25 ans,202 cm,France : 47% (7/15) Australia : 13% (2/15) Georgia : 7% (1/15) Argentina : 7% (1/15) Moldova : 7% (1/15) New Zealand : 7% (1/15) Congo : 7% (1/15) Italy : 7% (1/15),France : 57% (13/23) Australia : 9% (2/23) Italy : 9% (2/23) Georgia : 4% (1/23) Argentina : 4% (1/23) Moldova : 4% (1/23) New Zealand : 4% (1/23) Congo : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 2 / 15 (13 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 3 / 23 (13 %),Bordeaux," Date :  Sunday, November 6, 2022 Kick Off : 15:15 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,44_3_20_80_59,1,66,0,,0,,4,4_21_45_80,1,66,33 - 7
939 kg (117.38 kg),31 ans,27 ans,203 cm,France : 67% (10/15) England : 7% (1/15) Tonga : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15) New Zealand : 7% (1/15),France : 74% (17/23) England : 4% (1/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Italy : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,922 kg (115.25 kg),26 ans,26 ans,202 cm,France : 73% (11/15) New Zealand : 13% (2/15) United-States : 7% (1/15) England : 7% (1/15),France : 65% (15/23) England : 13% (3/23) New Zealand : 9% (2/23) United-States : 4% (1/23) Canada : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier," Date :  Sunday, November 6, 2022 Kick Off : 21:05 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,59,2,17_74,3,43_47_56,4,13_28_54_69,1,59,2,17_75,16 - 26
925 kg (115.63 kg),27 ans,27 ans,203 cm,France : 73% (11/15) New Zealand : 13% (2/15) United-States : 7% (1/15) England : 7% (1/15),France : 74% (17/23) New Zealand : 9% (2/23) United-States : 4% (1/23) England : 4% (1/23) Canada : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier,938 kg (117.25 kg),28 ans,29 ans,200 cm,France : 60% (9/15) South Africa : 7% (1/15) Georgia : 7% (1/15) Samoa : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) Argentina : 7% (1/15),France : 61% (14/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) Georgia : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne," Date :  Saturday, November 26, 2022 Kick Off : 15:00 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,40_65_72_74,1,26,3,20_36_60,3,31_49_57,3,40_65_73,0,,35 - 14
901 kg (112.63 kg),30 ans,29 ans,202 cm,France : 47% (7/15) Samoa : 13% (2/15) Argentina : 13% (2/15) Australia : 13% (2/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),France : 48% (11/23) Samoa : 13% (3/23) Argentina : 9% (2/23) Australia : 9% (2/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 13 / 23 (57%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Perpignan,943 kg (117.88 kg),30 ans,26 ans,202 cm,France : 67% (10/15) New Zealand : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Congo : 7% (1/15) Argentina : 7% (1/15),France : 65% (15/23) Australia : 9% (2/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) Congo : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux," Date :  Saturday, November 26, 2022 Kick Off : 15:00 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,28_71_38,2,9_24,2,21_60,2,41_53,1,29,2,10_25,23 - 20
934 kg (116.75 kg),26 ans,27 ans,205 cm,France : 53% (8/15) Georgia : 13% (2/15) Australia : 13% (2/15) Argentina : 7% (1/15) England : 7% (1/15) Samoa : 7% (1/15),France : 57% (13/23) Georgia : 9% (2/23) Australia : 9% (2/23) England : 9% (2/23) Argentina : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,934 kg (116.75 kg),24 ans,28 ans,204 cm,France : 40% (6/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Georgia : 7% (1/15) Italy : 7% (1/15) Germany : 7% (1/15) Ireland : 7% (1/15) Fiji : 7% (1/15),France : 39% (9/23) Argentina : 13% (3/23) South Africa : 13% (3/23) Georgia : 9% (2/23) Ireland : 9% (2/23) Italy : 4% (1/23) Germany : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Brive," Date :  Saturday, November 26, 2022 Kick Off : 15:00 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,26_20_78,0,,1,73,2,18_58,2,28_79,0,,22 - 6
961 kg (120.13 kg),27 ans,28 ans,203 cm,France : 60% (9/15) New Zealand : 20% (3/15) South Africa : 20% (3/15),France : 65% (15/23) New Zealand : 13% (3/23) South Africa : 13% (3/23) Ireland : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),La Rochelle,905 kg (113.13 kg),27 ans,27 ans,198 cm,France : 67% (10/15) New Zealand : 13% (2/15) Australia : 7% (1/15) Spain : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) New Zealand : 9% (2/23) Fiji : 9% (2/23) Australia : 4% (1/23) Spain : 4% (1/23) Canada : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres," Date :  Saturday, November 26, 2022 Kick Off : 15:00 Venue : Stade Marcel Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,30_48_21_2_9_64,1,78,2,8_16,0,,5,10_21_31_49_65,1,79,53 - 7
914 kg (114.25 kg),28 ans,25 ans,199 cm,France : 67% (10/15) Georgia : 7% (1/15) Germany : 7% (1/15) England : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15),France : 61% (14/23) South Africa : 17% (4/23) Australia : 9% (2/23) Georgia : 4% (1/23) Germany : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris,924 kg (115.50 kg),29 ans,27 ans,202 cm,France : 60% (9/15) Georgia : 7% (1/15) Samoa : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) Georgia : 4% (1/23) Samoa : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Cameroon : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon," Date :  Saturday, November 26, 2022 Kick Off : 21:05 Venue : Stade Jean Bouin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,2,56_67,4,4_15_30_80,1,62,0,,2,57_68,12 - 17
